"Banyak yg dri kmren nafsu ingin bully Jokowi karena perkataan soal Mudik dan pulang kampung.

Tapi sayang, setelah mereka buka KBBI dan diperkuat oleh penjelasan ahli linguistik (Guru besar UI), secara otomatis bullian mereka telah menampar muka sendiri. https://t.co/dlm9RAJmUw",1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
"TERCYDUK! Presiden @Jokowi Gunakan ""Pulang Kampung"" dan ""Mudik"" dalam Arti Yang Sama, Kok Sekarang Bilang Beda? https://t.co/6aGaFgmjHl

cc @NajwaShihab @MataNajwa https://t.co/yqFSRTbNMV",1
"@BadanBahasa Aamiin....ga mudik, Min?",1
"@MaEsKimMa @lattemacchiatow @tubirfess yang nyuruh lockdown siapa? saya gak mempermasalahkan istilah mudik atau pulang kampung, saya gak setuju perpindahan masyarakat dari kota ke desa karena itu akan memperlebar luas virus

kenapa malah keluar konteks ke lockdown🤣🤣",1
Baru kali ini mikirin perbedaan mudik sama pulang kampung🙃,1
"Mudik Sebabkan Mudarat, Muhammadiyah Minta Masyarakat Ikuti Perintah Jokowi https://t.co/6ebYBhvsn4",1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
@mas__piyuuu @jokowi @NajwaShihab @MataNajwa #MudikBukanPulangKampung #MudikvsPulangKampung #Mudik,1
"TUNDA MUDIK DAN PIKNIK DI TENGAH PANDEMI COVID-19.
.
Mari putuskan rantai penyebaran Covid-19
.
.
@divisihumaspolri 
@poldantb 
@satlantas_kabupaten_bima 
@binmas_resbima_poldantb 
@sabharapolresbima 
@bhayangkari_pc_bima_ntb https://t.co/r8I1uBHHMe",1
"Dari Jokowi soal mudik dan kampung halaman ---- [ ucapan prabowo soal saksi jokowi + penangkapan ravio patra ] 

Ada rangkaian upaya tuk menghambat arus informasi terkait ketidaksukaan publik kpd  pmrt jokowi

Issu dimainkn soal rencana penjarahan 30 april [Pola playing victim]",1
Akhirnye bang opik kumis yg bisa mecahin teka teki soal mudik atau pulang kampung https://t.co/5C1gG9puEu,1
"Pulang kampung' boleh,  mudik' jangan.  Seukeudar mengingatkhan https://t.co/roLqYxo5gl",1
"Regardless of difference between ""Mudik"" and ""Pulkam"", Happy Ramadan Kareem for Muslims around Indonesia and the world 🙏🏼🙏🏼
#RamadanKareem
#Fasting",1
"Tweeps,
Meski ada yg mempermasalahkan penulisan Mudik &amp; Pulang Kampung secara bersamaan &amp; dlm Makna yg sama di Akun FB-nya pak @jokowi (28/06/17) lalu ini,
Bagi saya itu biarlah ""Yg di-Atas"" yg menilainya.
Saya lebih suka tertawa nonton Cuplikan Adegan Sinetron tadi, ha-3x ... 🤣 https://t.co/5dG9dyVjQP https://t.co/iWp1X1sg11",1
"Ketika Pemerintah melarang mudik dan menutup akses jalan raya, stasiun kereta api, juga bandara, tapi masih ada satu jalur yang belum ditutup...

 https://t.co/3674VBu6AX",1
"Yg nazwa tanyakan, masalah org sdh ada yg mudik 1 jt org ke daerah yg akan berdampak pada penularan covid_19 di daerah .. kira2 itu yg ditanyakan .. tapi yg jawab malah membahas antara pulkam dan mudik ..  ?  Jadi aja rame 😂🤣😂 gak salahnya dimana ? 😂😁 https://t.co/d2CnkALMa3",1
"Ayah keluarga Kong Guan ditolak di desanya, gak bisa balik juga ke keluarganya .. terkatung2 .. gegara nekat mudik",1
"@DivHumas_Polri @ChristWamea Tenang bos org"" gak akan mudik plg cuman plg kampung jd polisi gak perlu repot jaga dijalan kayak dulu""",1
"@jokowi Jujur gue masih bingung, mau mudik apa pulang kampung.",1
"Tweeps,
Hari ini, 24 April dikenal sebagai Hari Angkutan Nasional, meski Referensi Tanggal Penetapan tsb tdk banyak ditemukan
Daripada kemarin hanya berulangkali ""edat-edit"" di Topik ""Mudik / Pulang Kampung"",
Ayo @idwiki cari Sejarahnya saja soal HAN ini 🤣
#MudikvsPulangKampung https://t.co/N03iHM1xVz https://t.co/tdxmhStjHA",1
"@MafiaWasit Dijual Mukena lebaran, Mbah.
Walau ga bisa mudik, bisa tetap cantik.
Terimakasih. 

https://t.co/fOxPOauY0u https://t.co/RJ9iEZyjP3",1
"@Hilmi28 BT karena dicuekin, orang pada sibuk teka teki apa beda mudik dan pulang kampung. strategi militer yang luar biasa 😏",1
"Pulkam itu sifatnya parsial, dilakukan dlm waktu berbeda, jadi pemantauannya lbh mudah di msg2 daerah asal.

Mudik itu sifatnya simultan, dilakukan dlm waktu yg sama dan biasanya dlm jumlah besar. Pemda sulit memantau di daerah asal.

Sederhana gini sebenarnya, apa yg diributkan?",1
"Hasil tangkapan layar Wikipedia Bahasa Indonesia. Lihatlah kelakuan para buzzeRp yang berkali2 berusaha mengubah definisi ""mudik"", menghilangkan frasa ""pulang kampung"" demi bayaran untuk membela kedunguan. @mas__piyuuu @AdhieMassardi @Mardigu_WP @MardaniAliSera https://t.co/113DlldZno",1
@RadioElshinta @hk_jorrs Sesudah larangan mudik. Larangan keluar rumah untuk beli makan dan ambil uang di atm. Dan mati lah seluruh rakyat indonesia dengan tenang . Salam corona🙏🙏🙏🤬,1
"Jadi, bagaimana konsep @Dennysiregar7 @PartaiSocmed @eko_kuntadhi @GunRomli dan @yusuf_dumdum soal Pulang Kampung dan Mudik? Apakah kalian setuju dgn konsep Presiden, atau malah tidak setuju? (Ditunggu Pendapatnya).",1
@pjok_olahraga @NataliusPigai2 @jokowi Goblok gak ketolongan para kadrun. Gue tyk riziq kabur apa mudik?,1
"Pulkam itu sifatnya parsial, dilakukan dlm waktu berbeda, jadi pemantauannya lbh mudah di msg2 daerah asal.

Mudik itu sifatnya simultan, dilakukan dlm waktu yg sama dan biasanya dlm jumlah besar. Pemda sulit memantau di daerah asal.

Sederhana gini sebenarnya, apa yg diributkan?",1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
@anasroeloh @LukeSusilo @ivanlanin @alicedwee Ini bedanya Mudik dan Pulkam 😃😃😃 https://t.co/UarXqxTayE,1
"Ane banyak dapet curhatan dari laskar, mreka pekerja buruh musiman ataw istilah kerennya Kuproy, kalo kgak boleh pulang kampung mreka bakal lebih susah di Kota.
Proyek sudah dihentikan mreka kgak ada pemasukan,
Biarken saja mreka pulang kampung tapi kamu jangan mudik..Pa'am ya https://t.co/anIyVSp6y8",1
"Sama kayak mudik-pulang kampung, ada bedanya ges https://t.co/XKGX2UgUKK",1
"@TeddyGusnaidi @NajwaShihab @jokowi Yg gagap tangani pencegahan penyebaran virus Cina, akhirnya hanya membuat perbedaan antara mudik dn pulkam.. 

Miris!!",1
"""Mudik Semuanya Akan Kita Larang""

Pada 21 April 2020, Presiden Republik Indonesia, Ir. H. Joko Widodo telah menyatakan akan melarang mudik Lebaran Idul Fitri 1441 H bagi semua masyarakat pada masa pandemi Covid-19. Larangan mudik berlaku pada 24 April 2020. https://t.co/Y0sQQkSAFC",1
"Makin banyak yg ditangkap-tangkapi, semoga tidak mengganggu program physical distancing, atau ini adlh cara cegah Mudik @jokowi ?",1
@detikcom Kalo.mudik itu pulang ke kampung halaman tapi kalo pulang kampung itu kembali ke asal nya ke alam kubur,1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
"@Dulj94 @Dodiirwanto16 @Ipong68477012 @diatius @JncMas @Dennysiregar7 Itu kapan statement nya?
Kebijakan lawan corona bisa berubah tiap waktu
WHO bisa berubah juga
Kadrun otak nya ga jelas
Lagian mudik ama pulkam di bikin ribet
urusin yg lg umroh ga balik2",1
Blundernya Diksi Mudik dan Pulang Kampung Persfektif Komunikasi Pemerintahan https://t.co/cLADsyfdhN,1
"@NataliusPigai2 Sya lbh percaya ahli bahasa UI dari pada ahli adu domba
 https://t.co/ZBSYtkXT0n",1
"Besok Mudik Dilarang, Warga Pendatang di Bali Buru-buru Pulang Kampung https://t.co/QV98VKBNxY",1
"Dari Jokowi soal mudik dan kampung halaman ---- [ ucapan prabowo soal saksi jokowi + penangkapan ravio patra ] 

Ada rangkaian upaya tuk menghambat arus informasi terkait ketidaksukaan publik kpd  pmrt jokowi

Issu dimainkn soal rencana penjarahan 30 april [Pola playing victim]",1
"Ada banyak orang yg susah bedain,

Mudik dan Pulkam
Oplas dan digebukin
Kabur dan Umroh

Tapi mereka sangat paham apa itu,

Nasi bungkus dan nasi kotak..",1
"Ada Larangan Mudik, Pelni Hentikan Penjualan Tiket ke Penumpang https://t.co/r8Zq2ylp0f",1
"Ane banyak dapet curhatan dari laskar, mreka pekerja buruh musiman ataw istilah kerennya Kuproy, kalo kgak boleh pulang kampung mreka bakal lebih susah di Kota.
Proyek sudah dihentikan mreka kgak ada pemasukan,
Biarken saja mreka pulang kampung tapi kamu jangan mudik..Pa'am ya https://t.co/anIyVSp6y8",1
"Dalam rangka mendukung pemerintah dalam program larangan mudik 2020, Bandara APT. Pranoto Samarinda melakukan penghentian sementara penerbangan komersil dan charter mulai tanggal 24 April 2020 - 1 Juni 2020 https://t.co/eAIWEYPt2z",1
"@awemany mudik di laman wiki id, perang sunting. panik. 😯😯😯😯 https://t.co/Bg3StmCFvw",1
"Jadi begini, kalau kemarin kamu menertawakan Pak Jokowi yang membedakan mudik dan pulang kampung, atau menganggap hanya blunder, silakan. Tapi saya bantu jelaskan. 

Gini ya kalau kamu bingung perbedaan kata mudik sama pulang kampung, kok bisa dikatakan berbeda? Baca di bawah ini",1
"@nanurularifah Karena koe menyangkal, mengko nukok ke aku jajan takjil yo wkwk
Masih nunggu info seko kantor ini, kalo libur mudik kalo ngga libur ya ga mudik😅",1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
@tempodotco Gak penting apa bedanya pulkam atau mudik yg penting rakyat dpt bantuan dr pemerintah pd waktu psbb dan psbb sesuai rencana pemutusan mata rantai covid19,1
"Kira2 share kayak gini batalin puasa apa endak???
Trus kayak ada yng bisikin "" kalo tujuannya edukasi biar orang2 tau arti mudik gpp bos""
Akhirnya gasken..... https://t.co/tONRufjflc",1
@tribunnews Sesudah larangan mudik. Larangan keluar rumah untuk beli makan dan ambil uang di atm. Dan mati lah seluruh rakyat indonesia dengan tenang . Salam corona🙏🙏🙏🤬,1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
"Pulkam itu sifatnya parsial, dilakukan dlm waktu berbeda, jadi pemantauannya lbh mudah di msg2 daerah asal.

Mudik itu sifatnya simultan, dilakukan dlm waktu yg sama dan biasanya dlm jumlah besar. Pemda sulit memantau di daerah asal.

Sederhana gini sebenarnya, apa yg diributkan?",1
Tahun 2017 pada saat Idul Fitri arti PULANG KAMPUNG dan Mudik sama. Pada tahun 2020 saat Idul Fitri bersamaan dengan serangan wabah virus corona menurut bpk presiden arti PULANG KAMPUNG dan MUDIK berbeda. Akhirnya dilarang Mudik tapi PULANG KAMPUNG tidak dilarang. Luar biasa...! https://t.co/97T90ZeUqD,1
"Demi membela idolanya, mereka rela membuat definisi yg rumit seperti ini. Padahal oh padahal... 🤣🤣🤣

NB: Jangan lupa tonton video parodi Mudik vs Pulang Kampung di https://t.co/FCu4BNgtoi https://t.co/OyWnFvvY1g",1
"Sibuk ribut membedah istilah ""Pulang Kampung"" dan ""Mudik"", hingga lupa bahwa mereka yang pulang kampung atau mudik, sama-sama berpotensi membawa/tertular virus.

☺️",1
"#KabarMJLK | Mudik dari Jakarta, Warga Majalengka Positif Covid-19 https://t.co/8m1RZt8wCf",1
"@milan_af @yusuf_dumdum Selama ini ada gak arus pulang kampung, yg ada arus mudik dn arus balik....",1
"Kalo kata ibu aku : Jakarta seneng orang pada mudik biar beban daerah berkurang, tapi daerah lain pusing ngatur pemudiknya ODP semua

Ibu curhat https://t.co/iqbI04CR1j",1
"Ada arus MUDIK, ada arus BALIK, kalau pulang kampung gak perlu balik, kalau umroh gak balik-balik namanya apa ya? 🤔",1
"FX Hadi Rudyatmo bakal mengkarantina Jokowi di Graha Wisata bila Presiden RI itu nekat mudik ke Solo.

Artikel asli dimuat di mitra Teras, Solotrust https://t.co/wlMCMJHXSl",1
Masih belum paham beda mudik dan pulang kampung? Ahli bahasa dari Universitas Indonesia memberikan penjelasan soal pernyataan Presiden Jokowi yang viral itu. https://t.co/jEZpR4Rc6Y,1
"Sebut Mudik dan Pulang Kampung Beda di @MataNajwa, @Jokowi Ketampol Videonya Sendiri...

👉30 Maret saat Ratas Kabinet, Jokowi: ""Untuk warga yg sudah terlanjur MUDIK...""

Padahal belum Lebaran.. tp disebut ""mudik"" oleh Jokowi

BEDA omongannya di MataNajwa

https://t.co/M5cDzXNIj4 https://t.co/P5k8qiduZS",1
"Sebut Mudik dan Pulang Kampung Beda di @MataNajwa, @Jokowi Ketampol Videonya Sendiri...

👉30 Maret saat Ratas Kabinet, Jokowi: ""Untuk warga yg sudah terlanjur MUDIK...""

Padahal belum Lebaran.. tp disebut ""mudik"" oleh Jokowi

BEDA omongannya di MataNajwa

https://t.co/M5cDzXNIj4 https://t.co/P5k8qiduZS",1
"Peraturan larangan mudik berlaku 24 April pukul 00. WIB - 31 Mei utk transportasi darat. Sampai 15 Juni utk kereta api, 8 Juni utk transportasi laut, dan 1 Juni utk transportasi udara. 
Bs diperpanjang menyesuaikan dinamika virus Corona di Indonesia.

@awong_irfan #GengPagiMGT",1
"Orang2 yang bertepuk tangan dengan istilah rumah lapis, bukan rumah susun.

Naturalisasi bukan normalisasi.

DP0% bukan DP 0 rupiah

Kini sibuk meributkan pulang kampung dan mudik.

Mereka memang selalu melihat masalah dengan meributkan kata-kata. Bukan pada pelaksanaan!",1
Sedulur kita di Pondok Boro Semarang ini tidak akan mudik. Mereka tidak ingin karena cinta keluarga justru berubah jadi penularan Corona. Tetap semangat dan tetap sehat. https://t.co/rvx47pZWpy,1
Akhirnye bang opik kumis yg bisa mecahin teka teki soal mudik atau pulang kampung https://t.co/5C1gG9puEu,1
"Hasil tangkapan layar Wikipedia Bahasa Indonesia. Lihatlah kelakuan para buzzeRp yang berkali2 berusaha mengubah definisi ""mudik"", menghilangkan frasa ""pulang kampung"" demi bayaran untuk membela kedunguan. @mas__piyuuu @AdhieMassardi @Mardigu_WP @MardaniAliSera https://t.co/113DlldZno",1
Larangan Mudik Hari Ini Efektif Berlaku https://t.co/tHSvgKUNB9 https://t.co/2h7pDiSGo5,1
"@audtiom Sama persis kaya' di sini
Larangan mudik, sebelum larang pada rame2 mudik",1
"Hasil tangkapan layar Wikipedia Bahasa Indonesia. Lihatlah kelakuan para buzzeRp yang berkali2 berusaha mengubah definisi ""mudik"", menghilangkan frasa ""pulang kampung"" demi bayaran untuk membela kedunguan. @mas__piyuuu @AdhieMassardi @Mardigu_WP @MardaniAliSera https://t.co/113DlldZno",1
"Pengumuman resmi: Dilarang mudik. 

Yang terjadi: Macet di pintu tol Cikampek Utama. 🚚🚛🚕🚗🚙

https://t.co/OA6W242Piq",1
"Fix ya sdh dilarang &amp; ada permenhub nya. Ini utk kebaikan bersama seluruh rakyat Indonesia agar wabah cepat berakhir dgn tdk memperluas penyebarannya, salah satu nya dgn tidak mudik di Hari Raya Lebaran thn ini.

#StopMudikCekalCorona
#DirumahSaja

https://t.co/lLxSwqIW5L",1
"@ustadtengkuzul Saya lbh percaya ahli bahasa UI dari pada tukang sambung ayam 
https://t.co/ZBSYtkXT0n",1
"Dilarang mudik oleh pemerintah akhirnya para pemudik terpaksa memilih pulang kampung.

Gitu aja koq repot, pungkas pemudik.",1
"Data kemenhub mengatakan sudah hampir 1juta orang sudah curi start mudik. Menurut Presiden @Jokowi, itu bukan mudik, tapi pulang kampung. Apa bedanya?

#MataNajwaJokowiDiujiPandemi https://t.co/KKG6ZDraUm",1
Ketika kamu ikut berbusa2 menjelaskan perbedaan mudik dan pulang kampung maka percayalah kamu sudah jadi badut!,1
Selamat berpuasa perantau yang tak boleh mudik tapi boleh pulang kampung.,1
"Itu bukan mudik tapi pulang kampung 😷

Mudik Dilarang, Lonjakan Penumpang Terjadi di Terminal Tanjung Priok

#RezimTanpaSolusi
#RezimTanpaSolusi
 https://t.co/5tshu3DVAk via @idtodayco",1
"Hasil tangkapan layar Wikipedia Bahasa Indonesia. Lihatlah kelakuan para buzzeRp yang berkali2 berusaha mengubah definisi ""mudik"", menghilangkan frasa ""pulang kampung"" demi bayaran untuk membela kedunguan. @mas__piyuuu @AdhieMassardi @Mardigu_WP @MardaniAliSera https://t.co/113DlldZno",1
"@jokowi 30 Maret. Lebaran masih jauh. 
Mudik atau PulKam neh?

Btw. Pembiaran 14.000an orang nyebar dr Jbdtbk ke berbagai wil itu termasuk strategi pembiaran ala militer dr negara yg susah duit kah?",1
"@Dennysiregar7 Bedain ratna oplas aja dia kaga bisa, apa lagi bedain antara bahasa mudik dan pulang kampung 🤣🤣🤣🦎
#KadrunKejepit 🦎🦎🦎🤣🤣🤣🤣",1
"Pak @jokowi rancu soal mudik dan pulang kampung. Namun, banyak yang jadi ahli bahasa dadakan, maka

BNPB membenarkan
Wamendes membenarkan
BuzzeRp membenarkan
Wikipedia dibengkokkan

Ahli bahasa bersikukuh, tetap salah. https://t.co/Pw3KuA5AS8",1
"Mudik Sebabkan Mudarat, Muhammadiyah Minta Masyarakat Ikuti Perintah Jokowi https://t.co/E1yvT8KmBR",1
@RadioElshinta Ok....booossss...kita nggak mudik dulu....sebab bukan karena covid19 tapi karena korban lockdown...( alias kantong lesu ),1
"@RadioElshinta @DivHumas_Polri Dimobil masing2 harusnya ditulis pulang kampung,,, jadi bila ada pemeriksaan aman... Kan sesuai instruksi p Jokowi... Mudik no pulang kampung yes...",1
"@KRMTRoySuryo2 Ngapain membedakan definisi mudik n pulang kampung sampe ngedit Wikipedia segala, emang sudah gila dibela²in, intinya  penyebaran penularan virus Corona",1
"Makin banyak yg ditangkap-tangkapi, semoga tidak mengganggu program physical distancing, atau ini adlh cara cegah Mudik @jokowi ?",1
"@mbah_mijan Bagiku beda mbah
Pulang kampung = biasa dilakukan dlm jangka pendek (/bln atau /minggu) secara individu
Mudik = pulang kampung yg hanya dilakukan dlm jangka tertentu (/thn atau hari raya) yg dilakukan secara masal dlm waktu bersamaan",1
"Kondisi:
di PHK dari perusahaan L di Kota Z.
Kampung halaman di Kota A.

Nyampe kampung,
Harusnya warga berbisik gimana?

“Eh si itu di phk, jd mudik dong dia... kasian ya”

atau..

“Eh si itu di phk, jd pulang kampung dong dia..., kasian ya”",1
Kekonyolan yang berbuah kecerdasan rakyat menghindari larangan mudik https://t.co/5wmmGOxNcd,1
"Boleh juga, anak kampus sering pulkam bukan mudik. https://t.co/0ZtifK3RpN",1
"Percakapan makan malam :
🙍‍♀️ : Hun, mudik sama pulang kampung menurutmu sama atau beda?
🙎‍♂️ : Bedalah! Mudik itu misalnya home base Jakarta - balik salatiga terus balik Jakarta lagi. Kalau pulang kampung, misalnya abis kerja di Jakarta pulang Salatiga, ga balik lagi ke Jakarta.",1
Akhirnye bang opik kumis yg bisa mecahin teka teki soal mudik atau pulang kampung https://t.co/5C1gG9puEu,1
"@RadioElshinta Tempel kertas depan motor / mobil, Pulang Kampung, Bukan Mudik !!! 😂😂😂",1
@vita_AVP Siap2 mudik bro,1
"Mudik TIDAK boleh 
Pulang kampung BOLEH",1
"@TedyMoel1 @haris_azhar @jokowi Sak karepmu lah sik ngartekno... Intinya  bikin pembelaan supaya gak siram muka sendiri.... Dari sejak jaman kuno madjenun, tak ada masalah, antra pulkam dan mudik, tapi baru kali ini jadi di beda-bedahin gara-gara si dia dan si cantik... 🙏",1
@leonitanovianti Ga boleh mudik yg boleh pulang kampung aja :'((,1
"Sudahlah Tweeps selamatkan skoci masing dan jangan banyak berharap soal penyakit dan obat2an Covid-19 yang sangat super komplex kalau Menko dan Presiden sulit membedakan antara: 

                                      Mudik-Pulkam",1
@Dennysiregar7 Mw pulkam ato mudik substansi nya sama mobilisasi manusia dr satu tempat ke tempat lain sederhana sebenernya klo ngeliatnya substansi nah kacaunya rezim ini cm berkutat di istilah kyk lockdown Dan karantina wilayah jd sebenarnya yg MODAL BACOT itu pemerintahan saat ini 😁,1
"""Mudik Semuanya Akan Kita Larang""

Pada 21 April 2020, Presiden Republik Indonesia, Ir. H. Joko Widodo telah menyatakan akan melarang mudik Lebaran Idul Fitri 1441 H bagi semua masyarakat pada masa pandemi Covid-19. Larangan mudik berlaku pada 24 April 2020. https://t.co/Y0sQQkSAFC",1
"Pak Walkot Gimana Siih Beliau Ga Mudik Kog Pak Cuma Pulang Kampung Doang, Jangan Gitu Lah Pak Masa Mo Pulang Kampung Dilarang .. Oh Iyaa Tolong Kalo Beliau Sdh Pulang Kampung Jangan Balik Lagi Ke Jakarta Selamanya  Ya Paak Kasian Pak Jakarta Red Zone 🙈

https://t.co/Ml8hBN2hSP",1
"@assfess Hati2 aja jangan sampe org disekitar kena, kalo aku sih kemaren mudik dr jkt pas nyampe ga langsung ketemu sama keluarga, nge kos dulu 2 minggu ga keluar, alhamdulillah ga kenapa2 baru deh ketemu keluarga",1
"@green_dolphinnn dibatalin kak penerbangan hari ini, kayanya karena larangan mudik itu.",1
"@CNNIndonesia Bukan mudik min, mereka itu pulang kampung..",1
Kekonyolan yang berbuah kecerdasan rakyat menghindari larangan mudik https://t.co/5wmmGOxNcd,1
Jansen: Itu Ilmu Baru dari Pemimpin Tertinggi... Bego nya 🙊 https://t.co/L4pt9vcYgp lewat @idtodayco,1
Presiden Joko Widodo telah menetapkan larangan mudik guna menekan angka kasus Corona. Pemprov Jatim akan memperketat 9 titik akses masuk wilayah Jatim. https://t.co/0TEb2RHHAk,1
"@Deden22154567 @felixsiauw @jokowi supaya tolol nya ga dinlihatin ke umum...
Beda Mudik dan Pulang Kampung Menurut Ahli Bahasa UI.
Ahli bahasa sampai ikutan.🤭
https://t.co/BJPVKK5yZP",1
"Sudahlah Tweeps selamatkan skoci masing dan jangan banyak berharap soal penyakit dan obat2an Covid-19 yang sangat super komplex kalau Menko dan Presiden sulit membedakan antara: 

                                      Mudik-Pulkam",1
"Data kemenhub mengatakan sudah hampir 1juta orang sudah curi start mudik. Menurut Presiden @Jokowi, itu bukan mudik, tapi pulang kampung. Apa bedanya?

#MataNajwaJokowiDiujiPandemi https://t.co/KKG6ZDraUm",1
