"Rank"	"Count"	"Amount"	"FirstTwo"
293	6	Rp5	5,00
294	6	Rp5	5,00
295	6	Rp5	5,00
296	6	Rp5	5,00
297	6	Rp5	4,00
298	6	Rp4	4,00
299	6	Rp4	4,00
300	6	Rp4	4,00
301	6	Rp4	4,00
302	6	Rp4	4,00
303	6	Rp4	3,00
304	6	Rp4	3,00
305	6	Rp4	3,00
306	6	Rp4	3,00
307	6	Rp3	3,00
308	6	Rp3	3,00
309	6	Rp3	3,00
310	6	Rp3	2,00
311	6	Rp3	2,00
312	6	Rp3	2,00
313	6	Rp3	2,00
314	6	Rp2	2,00
315	6	Rp2	1,00
316	6	Rp1	0,00
317	6	Rp0	0,00
318	6	Rp0	0,00
319	5	Rp10	9,00
320	5	Rp10	9,00
321	5	Rp9	9,00
322	5	Rp9	9,00
323	5	Rp9	9,00
324	5	Rp9	9,00
325	5	Rp9	8,00
326	5	Rp9	8,00
327	5	Rp9	8,00
328	5	Rp9	8,00
329	5	Rp8	8,00
330	5	Rp8	8,00
331	5	Rp8	8,00
332	5	Rp8	8,00
333	5	Rp8	7,00
334	5	Rp8	7,00
335	5	Rp8	7,00
336	5	Rp8	7,00
337	5	Rp8	7,00
338	5	Rp8	7,00
339	5	Rp7	7,00
340	5	Rp7	7,00
341	5	Rp7	7,00
342	5	Rp7	6,00
343	5	Rp7	6,00
344	5	Rp7	6,00
345	5	Rp7	6,00
346	5	Rp6	5,00
347	5	Rp6	5,00
348	5	Rp6	5,00
349	5	Rp6	5,00
350	5	Rp5	5,00
351	5	Rp5	5,00
352	5	Rp5	5,00
353	5	Rp5	5,00
354	5	Rp5	4,00
355	5	Rp5	4,00
356	5	Rp5	4,00
357	5	Rp5	4,00
358	5	Rp5	4,00
359	5	Rp5	4,00
360	5	Rp4	4,00
361	5	Rp4	4,00
362	5	Rp4	4,00
363	5	Rp4	4,00
364	5	Rp4	3,00
365	5	Rp4	3,00
366	5	Rp4	3,00
367	5	Rp3	3,00
368	5	Rp3	3,00
369	5	Rp3	3,00
370	5	Rp3	3,00
371	5	Rp3	2,00
372	5	Rp3	2,00
373	5	Rp3	2,00
374	5	Rp2	2,00
375	5	Rp2	2,00
376	5	Rp2	1,00
377	5	Rp2	1,00
378	5	Rp2	1,00
379	5	Rp1	1,00
380	5	Rp1	1,00
381	5	Rp1	1,00
382	5	Rp1	1,00
383	5	Rp1	0,00
384	5	Rp0	0,00
385	5	Rp0	0,00
386	5	Rp0	0,00
387	4	Rp10	9,00
388	4	Rp10	9,00
389	4	Rp10	9,00
390	4	Rp10	9,00
391	4	Rp9	9,00
392	4	Rp9	9,00
393	4	Rp9	9,00
394	4	Rp9	9,00
395	4	Rp9	9,00
396	4	Rp9	9,00
397	4	Rp9	8,00
398	4	Rp9	8,00
399	4	Rp9	8,00
400	4	Rp9	8,00
401	4	Rp9	8,00
402	4	Rp9	8,00
403	4	Rp9	8,00
404	4	Rp9	8,00
405	4	Rp8	8,00
406	4	Rp8	8,00
407	4	Rp8	7,00
408	4	Rp8	7,00
409	4	Rp7	7,00
410	4	Rp7	7,00
411	4	Rp7	7,00
412	4	Rp7	7,00
413	4	Rp7	6,00
414	4	Rp7	6,00
415	4	Rp7	6,00
416	4	Rp7	6,00
417	4	Rp7	6,00
418	4	Rp7	6,00
419	4	Rp6	6,00
420	4	Rp6	6,00
421	4	Rp6	6,00
422	4	Rp6	6,00
423	4	Rp6	6,00
424	4	Rp6	6,00
425	4	Rp6	6,00
426	4	Rp6	6,00
427	4	Rp6	6,00
428	4	Rp6	6,00
429	4	Rp6	5,00
430	4	Rp6	5,00
431	4	Rp6	5,00
432	4	Rp6	5,00
433	4	Rp6	5,00
434	4	Rp5	5,00
435	4	Rp5	5,00
436	4	Rp5	5,00
437	4	Rp5	5,00
438	4	Rp5	5,00
439	4	Rp5	5,00
440	4	Rp5	4,00
441	4	Rp5	4,00
442	4	Rp5	4,00
443	4	Rp4	4,00
444	4	Rp4	4,00
445	4	Rp4	4,00
446	4	Rp4	4,00
447	4	Rp4	4,00
448	4	Rp4	4,00
449	4	Rp4	3,00
450	4	Rp4	3,00
451	4	Rp4	3,00
452	4	Rp4	3,00
453	4	Rp4	3,00
454	4	Rp4	3,00
455	4	Rp4	3,00
456	4	Rp4	3,00
457	4	Rp4	3,00
458	4	Rp3	3,00
459	4	Rp3	3,00
460	4	Rp3	3,00
461	4	Rp3	3,00
462	4	Rp3	3,00
463	4	Rp3	3,00
464	4	Rp3	3,00
465	4	Rp3	3,00
466	4	Rp3	2,00
467	4	Rp3	2,00
468	4	Rp3	2,00
469	4	Rp3	2,00
470	4	Rp2	2,00
471	4	Rp2	2,00
472	4	Rp2	2,00
473	4	Rp2	2,00
474	4	Rp2	2,00
475	4	Rp2	1,00
476	4	Rp2	1,00
477	4	Rp2	1,00
478	4	Rp2	1,00
479	4	Rp2	1,00
480	4	Rp2	1,00
481	4	Rp1	1,00
482	4	Rp1	1,00
483	4	Rp1	1,00
484	4	Rp1	1,00
485	4	Rp1	0,00
486	4	Rp1	0,00
487	4	Rp1	0,00
488	4	Rp1	0,00
489	4	Rp1	0,00
490	4	Rp0	0,00
491	4	Rp0	0,00
492	3	Rp10	9,00
493	3	Rp10	9,00
494	3	Rp10	9,00
495	3	Rp10	9,00
496	3	Rp10	9,00
497	3	Rp10	9,00
498	3	Rp10	9,00
499	3	Rp10	9,00
500	3	Rp10	9,00
501	3	Rp10	9,00
502	3	Rp9	9,00
503	3	Rp9	9,00
504	3	Rp9	8,00
505	3	Rp8	8,00
506	3	Rp8	8,00
507	3	Rp8	8,00
508	3	Rp8	8,00
509	3	Rp8	8,00
510	3	Rp8	8,00
511	3	Rp8	8,00
512	3	Rp8	7,00
513	3	Rp8	7,00
514	3	Rp8	7,00
515	3	Rp8	7,00
516	3	Rp8	7,00
517	3	Rp8	7,00
518	3	Rp8	7,00
519	3	Rp7	7,00
520	3	Rp7	7,00
521	3	Rp7	7,00
522	3	Rp7	7,00
523	3	Rp7	7,00
524	3	Rp7	7,00
525	3	Rp7	6,00
526	3	Rp7	6,00
527	3	Rp7	6,00
528	3	Rp7	6,00
529	3	Rp7	6,00
530	3	Rp7	6,00
531	3	Rp6	6,00
532	3	Rp6	6,00
533	3	Rp6	6,00
534	3	Rp6	5,00
535	3	Rp6	5,00
536	3	Rp6	5,00
537	3	Rp6	5,00
538	3	Rp6	5,00
539	3	Rp6	5,00
540	3	Rp5	5,00
541	3	Rp5	5,00
542	3	Rp5	5,00
543	3	Rp5	5,00
544	3	Rp5	5,00
545	3	Rp5	4,00
546	3	Rp5	4,00
547	3	Rp5	4,00
548	3	Rp5	4,00
549	3	Rp5	4,00
550	3	Rp5	4,00
551	3	Rp4	4,00
552	3	Rp4	4,00
553	3	Rp4	4,00
554	3	Rp4	4,00
555	3	Rp4	4,00
556	3	Rp4	4,00
557	3	Rp4	4,00
558	3	Rp4	4,00
559	3	Rp4	3,00
560	3	Rp4	3,00
561	3	Rp4	3,00
562	3	Rp3	3,00
563	3	Rp3	3,00
564	3	Rp3	3,00
565	3	Rp3	3,00
566	3	Rp3	3,00
567	3	Rp3	3,00
568	3	Rp3	3,00
569	3	Rp3	3,00
570	3	Rp3	3,00
571	3	Rp3	2,00
572	3	Rp3	2,00
573	3	Rp3	2,00
574	3	Rp3	2,00
575	3	Rp3	2,00
576	3	Rp3	2,00
577	3	Rp3	2,00
578	3	Rp3	2,00
579	3	Rp3	2,00
580	3	Rp3	2,00
581	3	Rp3	2,00
582	3	Rp3	2,00
583	3	Rp2	2,00
584	3	Rp2	2,00
585	3	Rp2	2,00
586	3	Rp2	2,00
587	3	Rp2	2,00
588	3	Rp2	2,00
589	3	Rp2	2,00
590	3	Rp2	2,00
591	3	Rp2	2,00
592	3	Rp2	2,00
593	3	Rp2	2,00
594	3	Rp2	2,00
595	3	Rp2	1,00
596	3	Rp2	1,00
597	3	Rp2	1,00
598	3	Rp1	1,00
599	3	Rp1	1,00
600	3	Rp1	1,00
601	3	Rp1	1,00
602	3	Rp1	1,00
603	3	Rp1	0,00
604	3	Rp1	0,00
605	3	Rp1	0,00
606	3	Rp1	0,00
607	3	Rp1	0,00
608	3	Rp1	0,00
609	3	Rp1	0,00
610	3	Rp1	0,00
611	3	Rp1	0,00
612	3	Rp1	0,00
613	3	Rp1	0,00
614	3	Rp0	0,00
615	2	Rp10	9,00
616	2	Rp10	9,00
617	2	Rp10	9,00
618	2	Rp10	9,00
619	2	Rp9	9,00
620	2	Rp9	9,00
621	2	Rp9	9,00
622	2	Rp9	9,00
623	2	Rp9	9,00
624	2	Rp9	9,00
625	2	Rp9	8,00
626	2	Rp9	8,00
627	2	Rp9	8,00
628	2	Rp8	8,00
629	2	Rp8	8,00
630	2	Rp8	8,00
631	2	Rp8	8,00
632	2	Rp8	8,00
633	2	Rp8	7,00
634	2	Rp8	7,00
635	2	Rp8	7,00
636	2	Rp8	7,00
637	2	Rp7	7,00
638	2	Rp7	7,00
639	2	Rp7	7,00
640	2	Rp7	7,00
641	2	Rp7	7,00
642	2	Rp7	7,00
643	2	Rp7	7,00
644	2	Rp7	6,00
645	2	Rp7	6,00
646	2	Rp7	6,00
647	2	Rp7	6,00
648	2	Rp7	6,00
649	2	Rp7	6,00
650	2	Rp7	6,00
651	2	Rp7	6,00
652	2	Rp7	6,00
653	2	Rp7	6,00
654	2	Rp7	6,00
655	2	Rp7	6,00
656	2	Rp6	6,00
657	2	Rp6	6,00
658	2	Rp6	6,00
659	2	Rp6	6,00
660	2	Rp6	6,00
661	2	Rp6	6,00
662	2	Rp6	6,00
663	2	Rp6	6,00
664	2	Rp6	6,00
665	2	Rp6	6,00
666	2	Rp6	5,00
667	2	Rp6	5,00
668	2	Rp6	5,00
669	2	Rp6	5,00
670	2	Rp6	5,00
671	2	Rp6	5,00
672	2	Rp6	5,00
673	2	Rp5	5,00
674	2	Rp5	5,00
675	2	Rp5	5,00
676	2	Rp5	5,00
677	2	Rp5	5,00
678	2	Rp5	5,00
679	2	Rp5	4,00
680	2	Rp5	4,00
681	2	Rp5	4,00
682	2	Rp5	4,00
683	2	Rp5	4,00
684	2	Rp5	4,00
685	2	Rp5	4,00
686	2	Rp5	4,00
687	2	Rp5	4,00
688	2	Rp5	4,00
689	2	Rp5	4,00
690	2	Rp5	4,00
691	2	Rp5	4,00
692	2	Rp4	4,00
693	2	Rp4	4,00
694	2	Rp4	4,00
695	2	Rp4	4,00
696	2	Rp4	4,00
697	2	Rp4	3,00
698	2	Rp4	3,00
699	2	Rp4	3,00
700	2	Rp4	3,00
701	2	Rp4	3,00
702	2	Rp4	3,00
703	2	Rp4	3,00
704	2	Rp3	3,00
705	2	Rp3	3,00
706	2	Rp3	3,00
707	2	Rp3	3,00
708	2	Rp3	3,00
709	2	Rp3	3,00
710	2	Rp3	3,00
711	2	Rp3	3,00
712	2	Rp3	3,00
713	2	Rp3	2,00
714	2	Rp3	2,00
715	2	Rp3	2,00
716	2	Rp3	2,00
717	2	Rp3	2,00
718	2	Rp3	2,00
719	2	Rp3	2,00
720	2	Rp3	2,00
721	2	Rp3	2,00
722	2	Rp3	2,00
723	2	Rp3	2,00
724	2	Rp2	2,00
725	2	Rp2	2,00
726	2	Rp2	2,00
727	2	Rp2	2,00
728	2	Rp2	2,00
729	2	Rp2	2,00
730	2	Rp2	2,00
731	2	Rp2	2,00
732	2	Rp2	2,00
733	2	Rp2	1,00
734	2	Rp2	1,00
735	2	Rp2	1,00
736	2	Rp2	1,00
737	2	Rp2	1,00
738	2	Rp2	1,00
739	2	Rp2	1,00
740	2	Rp2	1,00
741	2	Rp2	1,00
742	2	Rp2	1,00
743	2	Rp2	1,00
744	2	Rp2	1,00
745	2	Rp2	1,00
746	2	Rp2	1,00
747	2	Rp2	1,00
748	2	Rp1	1,00
749	2	Rp1	1,00
750	2	Rp1	1,00
751	2	Rp1	1,00
752	2	Rp1	1,00
753	2	Rp1	1,00
754	2	Rp1	1,00
755	2	Rp1	1,00
756	2	Rp1	1,00
757	2	Rp1	0,00
758	2	Rp1	0,00
759	2	Rp1	0,00
760	2	Rp1	0,00
761	2	Rp1	0,00
762	2	Rp1	0,00
763	2	Rp0	0,00
764	2	Rp0	0,00
765	2	Rp0	0,00
766	2	Rp0	0,00
767	2	Rp0	0,00
768	2	Rp0	0,00
769	2	Rp0	0,00
770	2	Rp0	0,00
771	2	Rp0	0,00
772	2	Rp0	0,00
773	1	Rp10	9,00
774	1	Rp10	9,00
775	1	Rp10	9,00
776	1	Rp10	9,00
777	1	Rp9	9,00
778	1	Rp9	9,00
779	1	Rp9	9,00
780	1	Rp9	9,00
781	1	Rp9	9,00
782	1	Rp9	9,00
783	1	Rp9	8,00
784	1	Rp9	8,00
785	1	Rp9	8,00
786	1	Rp9	8,00
787	1	Rp9	8,00
788	1	Rp9	8,00
789	1	Rp9	8,00
790	1	Rp8	8,00
791	1	Rp8	8,00
792	1	Rp8	8,00
793	1	Rp8	8,00
794	1	Rp8	8,00
795	1	Rp8	8,00
796	1	Rp8	8,00
797	1	Rp8	8,00
798	1	Rp8	8,00
799	1	Rp8	7,00
800	1	Rp8	7,00
801	1	Rp8	7,00
802	1	Rp8	7,00
803	1	Rp8	7,00
804	1	Rp8	7,00
805	1	Rp8	7,00
806	1	Rp8	7,00
807	1	Rp7	7,00
808	1	Rp7	7,00
809	1	Rp7	7,00
810	1	Rp7	7,00
811	1	Rp7	7,00
812	1	Rp7	6,00
813	1	Rp7	6,00
814	1	Rp7	6,00
815	1	Rp7	6,00
816	1	Rp7	6,00
817	1	Rp6	6,00
818	1	Rp6	6,00
819	1	Rp6	6,00
820	1	Rp6	6,00
821	1	Rp6	5,00
822	1	Rp6	5,00
823	1	Rp6	5,00
824	1	Rp6	5,00
825	1	Rp6	5,00
826	1	Rp6	5,00
827	1	Rp6	5,00
828	1	Rp6	5,00
829	1	Rp6	5,00
830	1	Rp5	5,00
831	1	Rp5	5,00
832	1	Rp5	5,00
833	1	Rp5	5,00
834	1	Rp5	5,00
835	1	Rp5	5,00
836	1	Rp5	5,00
837	1	Rp5	4,00
838	1	Rp5	4,00
839	1	Rp5	4,00
840	1	Rp5	4,00
841	1	Rp4	4,00
842	1	Rp4	4,00
843	1	Rp4	4,00
844	1	Rp4	4,00
845	1	Rp4	4,00
846	1	Rp4	4,00
847	1	Rp4	3,00
848	1	Rp4	3,00
849	1	Rp4	3,00
850	1	Rp4	3,00
851	1	Rp4	3,00
852	1	Rp4	3,00
853	1	Rp3	3,00
854	1	Rp3	3,00
855	1	Rp3	3,00
856	1	Rp3	3,00
857	1	Rp3	2,00
858	1	Rp3	2,00
859	1	Rp3	2,00
860	1	Rp3	2,00
861	1	Rp3	2,00
862	1	Rp3	2,00
863	1	Rp3	2,00
864	1	Rp2	2,00
865	1	Rp2	2,00
866	1	Rp2	2,00
867	1	Rp2	2,00
868	1	Rp2	2,00
869	1	Rp2	2,00
870	1	Rp2	2,00
871	1	Rp2	2,00
872	1	Rp2	1,00
873	1	Rp2	1,00
874	1	Rp2	1,00
875	1	Rp2	1,00
876	1	Rp2	1,00
877	1	Rp2	1,00
878	1	Rp2	1,00
879	1	Rp2	1,00
880	1	Rp2	1,00
881	1	Rp2	1,00
882	1	Rp2	1,00
883	1	Rp1	1,00
884	1	Rp1	1,00
885	1	Rp1	1,00
886	1	Rp1	1,00
887	1	Rp1	1,00
888	1	Rp1	1,00
889	1	Rp1	1,00
890	1	Rp1	1,00
891	1	Rp1	1,00
892	1	Rp1	1,00
893	1	Rp1	1,00
894	1	Rp1	1,00
895	1	Rp1	1,00
896	1	Rp1	1,00
897	1	Rp1	1,00
898	1	Rp1	1,00
899	1	Rp1	1,00
900	1	Rp1	1,00
901	1	Rp1	1,00
902	1	Rp1	0,00
903	1	Rp1	0,00
904	1	Rp1	0,00
905	1	Rp1	0,00
906	1	Rp1	0,00
907	1	Rp1	0,00
908	1	Rp1	0,00
909	1	Rp1	0,00
910	1	Rp1	0,00
911	1	Rp1	0,00
912	1	Rp1	0,00
913	1	Rp0	0,00
914	1	Rp0	0,00
915	1	Rp0	0,00
916	1	Rp0	0,00
917	1	Rp0	0,00
918	1	Rp0	0,00
919	1	Rp0	0,00
920	1	Rp0	0,00
921	1	Rp0	0,00
922	1	Rp0	0,00
923	1	Rp0	0,00
924	1	Rp0	0,00
925	1	Rp0	0,00
926	1	Rp0	0,00
