"Rank"	"Count"	"Amount"	"FirstTwo"
335	1	-Rp11	11,00
336	1	-Rp11	11,00
337	1	-Rp11	11,00
338	1	-Rp12	11,00
339	1	-Rp12	11,00
340	1	-Rp12	11,00
341	1	-Rp12	12,00
342	1	-Rp12	12,00
343	1	-Rp12	12,00
344	1	-Rp12	12,00
345	1	-Rp12	12,00
346	1	-Rp13	12,00
347	1	-Rp13	12,00
348	1	-Rp13	12,00
349	1	-Rp13	13,00
350	1	-Rp13	13,00
351	1	-Rp13	13,00
352	1	-Rp13	13,00
353	1	-Rp13	13,00
354	1	-Rp13	13,00
355	1	-Rp14	13,00
356	1	-Rp14	13,00
357	1	-Rp14	13,00
358	1	-Rp14	13,00
359	1	-Rp14	13,00
360	1	-Rp14	13,00
361	1	-Rp14	14,00
362	1	-Rp14	14,00
363	1	-Rp14	14,00
364	1	-Rp14	14,00
365	1	-Rp15	14,00
366	1	-Rp15	14,00
367	1	-Rp15	15,00
368	1	-Rp15	15,00
369	1	-Rp15	15,00
370	1	-Rp16	15,00
371	1	-Rp16	15,00
372	1	-Rp16	15,00
373	1	-Rp16	16,00
374	1	-Rp16	16,00
375	1	-Rp16	16,00
376	1	-Rp16	16,00
377	1	-Rp16	16,00
378	1	-Rp16	16,00
379	1	-Rp17	16,00
380	1	-Rp17	16,00
381	1	-Rp17	16,00
382	1	-Rp17	16,00
383	1	-Rp17	16,00
384	1	-Rp17	16,00
385	1	-Rp17	17,00
386	1	-Rp17	17,00
387	1	-Rp17	17,00
388	1	-Rp17	17,00
389	1	-Rp18	17,00
390	1	-Rp18	17,00
391	1	-Rp18	17,00
392	1	-Rp18	17,00
393	1	-Rp18	18,00
394	1	-Rp18	18,00
395	1	-Rp18	18,00
396	1	-Rp18	18,00
397	1	-Rp18	18,00
398	1	-Rp18	18,00
399	1	-Rp18	18,00
400	1	-Rp19	18,00
401	1	-Rp19	18,00
402	1	-Rp19	18,00
403	1	-Rp19	18,00
404	1	-Rp19	19,00
405	1	-Rp19	19,00
406	1	-Rp19	19,00
407	1	-Rp19	19,00
408	1	-Rp19	19,00
409	1	-Rp19	19,00
410	1	-Rp19	19,00
411	1	-Rp20	19,00
412	1	-Rp20	20,00
413	1	-Rp20	20,00
414	1	-Rp21	20,00
415	1	-Rp21	20,00
416	1	-Rp21	21,00
417	1	-Rp21	21,00
418	1	-Rp21	21,00
419	1	-Rp21	21,00
420	1	-Rp21	21,00
421	1	-Rp22	21,00
422	1	-Rp22	21,00
423	1	-Rp22	21,00
424	1	-Rp22	21,00
425	1	-Rp22	22,00
426	1	-Rp22	22,00
427	1	-Rp22	22,00
428	1	-Rp22	22,00
429	1	-Rp23	22,00
430	1	-Rp23	22,00
431	1	-Rp23	22,00
432	1	-Rp23	23,00
433	1	-Rp23	23,00
434	1	-Rp23	23,00
435	1	-Rp24	23,00
436	1	-Rp24	23,00
437	1	-Rp24	23,00
438	1	-Rp24	23,00
439	1	-Rp24	23,00
440	1	-Rp24	23,00
441	1	-Rp24	24,00
442	1	-Rp24	24,00
443	1	-Rp24	24,00
444	1	-Rp25	24,00
445	1	-Rp25	24,00
446	1	-Rp25	24,00
447	1	-Rp25	24,00
448	1	-Rp25	25,00
449	1	-Rp25	25,00
450	1	-Rp25	25,00
451	1	-Rp25	25,00
452	1	-Rp25	25,00
453	1	-Rp26	25,00
454	1	-Rp26	25,00
455	1	-Rp27	26,00
456	1	-Rp27	26,00
457	1	-Rp27	26,00
458	1	-Rp27	26,00
459	1	-Rp27	26,00
460	1	-Rp27	26,00
461	1	-Rp27	27,00
462	1	-Rp27	27,00
463	1	-Rp27	27,00
464	1	-Rp27	27,00
465	1	-Rp28	27,00
466	1	-Rp28	27,00
467	1	-Rp28	27,00
468	1	-Rp28	28,00
469	1	-Rp28	28,00
470	1	-Rp28	28,00
471	1	-Rp29	28,00
472	1	-Rp29	28,00
473	1	-Rp29	28,00
474	1	-Rp29	29,00
475	1	-Rp29	29,00
476	1	-Rp29	29,00
477	1	-Rp29	29,00
478	1	-Rp29	29,00
479	1	-Rp30	29,00
480	1	-Rp30	29,00
481	1	-Rp30	29,00
482	1	-Rp30	29,00
483	1	-Rp30	30,00
484	1	-Rp30	30,00
485	1	-Rp30	30,00
486	1	-Rp31	30,00
487	1	-Rp31	30,00
488	1	-Rp31	30,00
489	1	-Rp31	31,00
490	1	-Rp31	31,00
491	1	-Rp31	31,00
492	1	-Rp31	31,00
493	1	-Rp31	31,00
494	1	-Rp31	31,00
495	1	-Rp32	31,00
496	1	-Rp32	31,00
497	1	-Rp32	31,00
498	1	-Rp32	32,00
499	1	-Rp32	32,00
500	1	-Rp32	32,00
501	1	-Rp32	32,00
502	1	-Rp32	32,00
503	1	-Rp33	32,00
504	1	-Rp33	32,00
505	1	-Rp33	32,00
506	1	-Rp33	32,00
507	1	-Rp33	32,00
508	1	-Rp33	32,00
509	1	-Rp33	33,00
510	1	-Rp33	33,00
511	1	-Rp33	33,00
512	1	-Rp33	33,00
513	1	-Rp34	33,00
514	1	-Rp34	33,00
515	1	-Rp34	33,00
516	1	-Rp34	33,00
517	1	-Rp34	34,00
518	1	-Rp35	35,00
519	1	-Rp35	35,00
520	1	-Rp36	35,00
521	1	-Rp36	35,00
522	1	-Rp36	35,00
523	1	-Rp36	35,00
524	1	-Rp36	36,00
525	1	-Rp36	36,00
526	1	-Rp36	36,00
527	1	-Rp36	36,00
528	1	-Rp37	36,00
529	1	-Rp37	36,00
530	1	-Rp37	36,00
531	1	-Rp37	36,00
532	1	-Rp37	37,00
533	1	-Rp37	37,00
534	1	-Rp37	37,00
535	1	-Rp38	37,00
536	1	-Rp38	37,00
537	1	-Rp38	38,00
538	1	-Rp38	38,00
539	1	-Rp38	38,00
540	1	-Rp38	38,00
541	1	-Rp39	38,00
542	1	-Rp40	39,00
543	1	-Rp40	39,00
544	1	-Rp40	40,00
545	1	-Rp40	40,00
546	1	-Rp40	40,00
547	1	-Rp40	40,00
548	1	-Rp41	40,00
549	1	-Rp41	41,00
550	1	-Rp42	41,00
551	1	-Rp42	41,00
552	1	-Rp42	41,00
553	1	-Rp42	42,00
554	1	-Rp42	42,00
555	1	-Rp42	42,00
556	1	-Rp42	42,00
557	1	-Rp43	42,00
558	1	-Rp43	42,00
559	1	-Rp43	42,00
560	1	-Rp43	42,00
561	1	-Rp43	42,00
562	1	-Rp43	43,00
563	1	-Rp43	43,00
564	1	-Rp43	43,00
565	1	-Rp44	43,00
566	1	-Rp44	43,00
567	1	-Rp44	43,00
568	1	-Rp44	44,00
569	1	-Rp45	44,00
570	1	-Rp45	44,00
571	1	-Rp45	44,00
572	1	-Rp45	45,00
573	1	-Rp45	45,00
574	1	-Rp45	45,00
575	1	-Rp46	46,00
576	1	-Rp46	46,00
577	1	-Rp47	46,00
578	1	-Rp47	46,00
579	1	-Rp47	47,00
580	1	-Rp47	47,00
581	1	-Rp47	47,00
582	1	-Rp47	47,00
583	1	-Rp48	47,00
584	1	-Rp48	48,00
585	1	-Rp48	48,00
586	1	-Rp48	48,00
587	1	-Rp48	48,00
588	1	-Rp48	48,00
589	1	-Rp49	48,00
590	1	-Rp49	48,00
591	1	-Rp49	49,00
592	1	-Rp50	49,00
593	1	-Rp50	50,00
594	1	-Rp51	50,00
595	1	-Rp51	50,00
596	1	-Rp51	50,00
597	1	-Rp51	51,00
598	1	-Rp52	51,00
599	1	-Rp52	51,00
600	1	-Rp52	51,00
601	1	-Rp52	51,00
602	1	-Rp52	51,00
603	1	-Rp52	51,00
604	1	-Rp52	52,00
605	1	-Rp53	52,00
606	1	-Rp53	53,00
607	1	-Rp54	53,00
608	1	-Rp54	53,00
609	1	-Rp54	54,00
610	1	-Rp54	54,00
611	1	-Rp55	54,00
612	1	-Rp55	54,00
613	1	-Rp55	54,00
614	1	-Rp55	54,00
615	1	-Rp55	55,00
616	1	-Rp56	55,00
617	1	-Rp56	55,00
618	1	-Rp56	56,00
619	1	-Rp57	56,00
620	1	-Rp57	56,00
621	1	-Rp57	56,00
622	1	-Rp57	57,00
623	1	-Rp57	57,00
624	1	-Rp57	57,00
625	1	-Rp57	57,00
626	1	-Rp58	58,00
627	1	-Rp58	58,00
628	1	-Rp59	58,00
629	1	-Rp59	58,00
630	1	-Rp59	59,00
631	1	-Rp59	59,00
632	1	-Rp59	59,00
633	1	-Rp59	59,00
634	1	-Rp60	59,00
635	1	-Rp60	59,00
636	1	-Rp60	59,00
637	1	-Rp60	59,00
638	1	-Rp60	59,00
639	1	-Rp60	60,00
640	1	-Rp60	60,00
641	1	-Rp60	60,00
642	1	-Rp61	60,00
643	1	-Rp61	60,00
644	1	-Rp61	60,00
645	1	-Rp61	60,00
646	1	-Rp61	61,00
647	1	-Rp62	61,00
648	1	-Rp62	61,00
649	1	-Rp62	62,00
650	1	-Rp63	62,00
651	1	-Rp63	63,00
652	1	-Rp64	63,00
653	1	-Rp64	63,00
654	1	-Rp64	64,00
655	1	-Rp64	64,00
656	1	-Rp64	64,00
657	1	-Rp64	64,00
658	1	-Rp65	64,00
659	1	-Rp65	65,00
660	1	-Rp66	65,00
661	1	-Rp66	65,00
662	1	-Rp66	66,00
663	1	-Rp66	66,00
664	1	-Rp67	66,00
665	1	-Rp67	66,00
666	1	-Rp67	67,00
667	1	-Rp68	67,00
668	1	-Rp68	67,00
669	1	-Rp68	67,00
670	1	-Rp68	68,00
671	1	-Rp68	68,00
672	1	-Rp68	68,00
673	1	-Rp68	68,00
674	1	-Rp69	68,00
675	1	-Rp69	69,00
676	1	-Rp70	70,00
677	1	-Rp71	70,00
678	1	-Rp71	70,00
679	1	-Rp71	70,00
680	1	-Rp71	70,00
681	1	-Rp71	71,00
682	1	-Rp71	71,00
683	1	-Rp71	71,00
684	1	-Rp71	71,00
685	1	-Rp71	71,00
686	1	-Rp71	71,00
687	1	-Rp72	71,00
688	1	-Rp73	72,00
689	1	-Rp73	72,00
690	1	-Rp74	74,00
691	1	-Rp75	74,00
692	1	-Rp75	75,00
693	1	-Rp76	75,00
694	1	-Rp76	75,00
695	1	-Rp76	75,00
696	1	-Rp76	76,00
697	1	-Rp76	76,00
698	1	-Rp76	76,00
699	1	-Rp77	76,00
700	1	-Rp77	76,00
701	1	-Rp77	76,00
702	1	-Rp77	77,00
703	1	-Rp77	77,00
704	1	-Rp78	77,00
705	1	-Rp78	78,00
706	1	-Rp79	78,00
707	1	-Rp79	78,00
708	1	-Rp79	78,00
709	1	-Rp79	78,00
710	1	-Rp79	78,00
711	1	-Rp79	79,00
712	1	-Rp79	79,00
713	1	-Rp79	79,00
714	1	-Rp79	79,00
715	1	-Rp80	79,00
716	1	-Rp80	79,00
717	1	-Rp81	80,00
718	1	-Rp81	80,00
719	1	-Rp81	81,00
720	1	-Rp82	81,00
721	1	-Rp82	81,00
722	1	-Rp82	81,00
723	1	-Rp82	82,00
724	1	-Rp82	82,00
725	1	-Rp83	82,00
726	1	-Rp83	82,00
727	1	-Rp83	82,00
728	1	-Rp83	83,00
729	1	-Rp84	83,00
730	1	-Rp84	83,00
731	1	-Rp84	83,00
732	1	-Rp84	84,00
733	1	-Rp85	84,00
734	1	-Rp85	84,00
735	1	-Rp86	85,00
736	1	-Rp86	85,00
737	1	-Rp87	86,00
738	1	-Rp87	86,00
739	1	-Rp87	87,00
740	1	-Rp88	87,00
741	1	-Rp88	88,00
742	1	-Rp89	88,00
743	1	-Rp89	89,00
744	1	-Rp89	89,00
745	1	-Rp89	89,00
746	1	-Rp90	89,00
747	1	-Rp90	89,00
748	1	-Rp90	89,00
749	1	-Rp90	89,00
750	1	-Rp90	89,00
751	1	-Rp90	89,00
752	1	-Rp90	90,00
753	1	-Rp91	90,00
754	1	-Rp91	90,00
755	1	-Rp91	90,00
756	1	-Rp91	91,00
757	1	-Rp92	92,00
758	1	-Rp93	92,00
759	1	-Rp93	92,00
760	1	-Rp93	93,00
761	1	-Rp94	93,00
762	1	-Rp94	93,00
763	1	-Rp94	93,00
764	1	-Rp94	94,00
765	1	-Rp94	94,00
766	1	-Rp94	94,00
767	1	-Rp94	94,00
768	1	-Rp95	94,00
769	1	-Rp95	94,00
770	1	-Rp95	94,00
771	1	-Rp95	94,00
772	1	-Rp95	95,00
773	1	-Rp95	95,00
774	1	-Rp96	96,00
775	1	-Rp97	96,00
776	1	-Rp97	97,00
777	1	-Rp97	97,00
778	1	-Rp97	97,00
779	1	-Rp97	97,00
780	1	-Rp98	98,00
781	1	-Rp99	98,00
782	1	-Rp99	98,00
783	1	-Rp99	99,00
784	1	-Rp99	99,00
785	1	-Rp99	99,00
786	1	-Rp100	99,00
787	1	-Rp100	10,00
788	1	-Rp101	10,00
789	1	-Rp102	10,00
790	1	-Rp102	10,00
791	1	-Rp102	10,00
792	1	-Rp103	10,00
793	1	-Rp103	10,00
794	1	-Rp103	10,00
795	1	-Rp104	10,00
796	1	-Rp105	10,00
797	1	-Rp105	10,00
798	1	-Rp105	10,00
799	1	-Rp105	10,00
800	1	-Rp105	10,00
801	1	-Rp106	10,00
802	1	-Rp106	10,00
803	1	-Rp106	10,00
804	1	-Rp106	10,00
805	1	-Rp106	10,00
806	1	-Rp107	10,00
807	1	-Rp107	10,00
808	1	-Rp107	10,00
809	1	-Rp107	10,00
810	1	-Rp108	10,00
811	1	-Rp108	10,00
812	1	-Rp109	10,00
813	1	-Rp109	10,00
814	1	-Rp111	11,00
815	1	-Rp112	11,00
816	1	-Rp112	11,00
817	1	-Rp112	11,00
818	1	-Rp113	11,00
819	1	-Rp114	11,00
820	1	-Rp114	11,00
821	1	-Rp115	11,00
822	1	-Rp115	11,00
823	1	-Rp115	11,00
824	1	-Rp115	11,00
825	1	-Rp115	11,00
826	1	-Rp117	11,00
827	1	-Rp117	11,00
828	1	-Rp118	11,00
829	1	-Rp118	11,00
830	1	-Rp118	11,00
831	1	-Rp118	11,00
832	1	-Rp118	11,00
833	1	-Rp118	11,00
834	1	-Rp118	11,00
835	1	-Rp119	11,00
836	1	-Rp119	11,00
837	1	-Rp120	11,00
838	1	-Rp120	11,00
839	1	-Rp120	11,00
840	1	-Rp120	11,00
841	1	-Rp120	12,00
842	1	-Rp120	12,00
843	1	-Rp121	12,00
844	1	-Rp121	12,00
845	1	-Rp121	12,00
846	1	-Rp122	12,00
847	1	-Rp122	12,00
848	1	-Rp122	12,00
849	1	-Rp123	12,00
850	1	-Rp123	12,00
851	1	-Rp123	12,00
852	1	-Rp123	12,00
853	1	-Rp123	12,00
854	1	-Rp123	12,00
855	1	-Rp124	12,00
856	1	-Rp125	12,00
857	1	-Rp125	12,00
858	1	-Rp126	12,00
859	1	-Rp126	12,00
860	1	-Rp126	12,00
861	1	-Rp127	12,00
862	1	-Rp127	12,00
863	1	-Rp127	12,00
864	1	-Rp128	12,00
865	1	-Rp128	12,00
866	1	-Rp128	12,00
867	1	-Rp129	12,00
868	1	-Rp129	12,00
869	1	-Rp129	12,00
870	1	-Rp129	12,00
871	1	-Rp130	12,00
872	1	-Rp130	13,00
873	1	-Rp131	13,00
874	1	-Rp133	13,00
875	1	-Rp135	13,00
876	1	-Rp135	13,00
877	1	-Rp135	13,00
878	1	-Rp136	13,00
879	1	-Rp136	13,00
880	1	-Rp136	13,00
881	1	-Rp136	13,00
882	1	-Rp136	13,00
883	1	-Rp137	13,00
884	1	-Rp138	13,00
885	1	-Rp138	13,00
886	1	-Rp138	13,00
887	1	-Rp139	13,00
888	1	-Rp139	13,00
889	1	-Rp139	13,00
890	1	-Rp140	13,00
891	1	-Rp140	13,00
892	1	-Rp140	14,00
893	1	-Rp140	14,00
894	1	-Rp141	14,00
895	1	-Rp142	14,00
896	1	-Rp142	14,00
897	1	-Rp144	14,00
898	1	-Rp144	14,00
899	1	-Rp144	14,00
900	1	-Rp144	14,00
901	1	-Rp144	14,00
902	1	-Rp147	14,00
903	1	-Rp147	14,00
904	1	-Rp147	14,00
905	1	-Rp148	14,00
906	1	-Rp148	14,00
907	1	-Rp149	14,00
908	1	-Rp149	14,00
909	1	-Rp150	14,00
910	1	-Rp150	15,00
911	1	-Rp152	15,00
912	1	-Rp152	15,00
913	1	-Rp152	15,00
914	1	-Rp153	15,00
915	1	-Rp153	15,00
916	1	-Rp153	15,00
917	1	-Rp153	15,00
918	1	-Rp153	15,00
919	1	-Rp155	15,00
920	1	-Rp155	15,00
921	1	-Rp155	15,00
922	1	-Rp156	15,00
923	1	-Rp157	15,00
924	1	-Rp157	15,00
925	1	-Rp157	15,00
926	1	-Rp157	15,00
927	1	-Rp158	15,00
928	1	-Rp158	15,00
929	1	-Rp158	15,00
930	1	-Rp159	15,00
931	1	-Rp159	15,00
932	1	-Rp159	15,00
933	1	-Rp159	15,00
934	1	-Rp160	16,00
935	1	-Rp161	16,00
936	1	-Rp161	16,00
937	1	-Rp161	16,00
938	1	-Rp161	16,00
939	1	-Rp162	16,00
940	1	-Rp162	16,00
941	1	-Rp162	16,00
942	1	-Rp163	16,00
943	1	-Rp163	16,00
944	1	-Rp163	16,00
945	1	-Rp165	16,00
946	1	-Rp165	16,00
947	1	-Rp165	16,00
948	1	-Rp166	16,00
949	1	-Rp168	16,00
950	1	-Rp168	16,00
951	1	-Rp168	16,00
952	1	-Rp169	16,00
953	1	-Rp169	16,00
954	1	-Rp169	16,00
955	1	-Rp170	16,00
956	1	-Rp170	16,00
957	1	-Rp171	17,00
958	1	-Rp172	17,00
959	1	-Rp173	17,00
960	1	-Rp174	17,00
961	1	-Rp175	17,00
962	1	-Rp176	17,00
963	1	-Rp176	17,00
964	1	-Rp178	17,00
965	1	-Rp178	17,00
966	1	-Rp178	17,00
967	1	-Rp179	17,00
968	1	-Rp180	18,00
969	1	-Rp180	18,00
970	1	-Rp181	18,00
971	1	-Rp182	18,00
972	1	-Rp182	18,00
973	1	-Rp183	18,00
974	1	-Rp183	18,00
975	1	-Rp184	18,00
976	1	-Rp184	18,00
977	1	-Rp184	18,00
978	1	-Rp186	18,00
979	1	-Rp187	18,00
980	1	-Rp187	18,00
981	1	-Rp188	18,00
982	1	-Rp188	18,00
983	1	-Rp188	18,00
984	1	-Rp189	18,00
985	1	-Rp190	19,00
986	1	-Rp190	19,00
987	1	-Rp191	19,00
988	1	-Rp192	19,00
989	1	-Rp192	19,00
990	1	-Rp193	19,00
991	1	-Rp193	19,00
992	1	-Rp194	19,00
