"Rank"	"Count"	"Amount"	"FirstTwo"
303	37	Rp278	27,00
304	37	Rp215	21,00
305	37	Rp63	63,00
306	37	Rp54	53,00
307	37	Rp27	26,00
308	37	Rp23	22,00
309	37	Rp16	16,00
310	36	Rp2500	25,00
311	36	Rp336	33,00
312	36	Rp313	31,00
313	36	Rp181	18,00
314	36	Rp130	12,00
315	36	Rp77	77,00
316	36	Rp65	64,00
317	36	Rp54	54,00
318	36	Rp53	52,00
319	36	Rp43	43,00
320	36	Rp41	41,00
321	36	Rp39	38,00
322	36	Rp37	37,00
323	36	Rp22	22,00
324	36	Rp19	19,00
325	35	Rp1020	10,00
326	35	Rp950	95,00
327	35	Rp859	85,00
328	35	Rp675	67,00
329	35	Rp616	61,00
330	35	Rp299	29,00
331	35	Rp257	25,00
332	35	Rp204	20,00
333	35	Rp196	19,00
334	35	Rp86	86,00
335	35	Rp85	84,00
336	35	Rp43	42,00
337	35	Rp35	35,00
338	35	Rp17	17,00
339	34	Rp823	82,00
340	34	Rp440	44,00
341	34	Rp345	34,00
342	34	Rp169	16,00
343	34	Rp112	11,00
344	34	Rp44	44,00
345	34	Rp38	38,00
346	34	Rp35	35,00
347	34	Rp32	31,00
348	33	Rp825	82,00
349	33	Rp503	50,00
350	33	Rp380	38,00
351	33	Rp373	37,00
352	33	Rp266	26,00
353	33	Rp187	18,00
354	33	Rp136	13,00
355	33	Rp128	12,00
356	33	Rp127	12,00
357	33	Rp99	99,00
358	33	Rp84	83,00
359	33	Rp80	79,00
360	33	Rp79	79,00
361	33	Rp47	47,00
362	33	Rp42	41,00
363	33	Rp36	35,00
364	33	Rp27	27,00
365	33	Rp22	22,00
366	33	Rp19	19,00
367	32	Rp1358	13,00
368	32	Rp413	41,00
369	32	Rp378	37,00
370	32	Rp231	23,00
371	32	Rp188	18,00
372	32	Rp94	94,00
373	32	Rp75	74,00
374	32	Rp73	72,00
375	32	Rp59	58,00
376	32	Rp58	57,00
377	32	Rp53	53,00
378	32	Rp46	46,00
379	32	Rp39	39,00
380	32	Rp35	34,00
381	32	Rp21	20,00
382	32	Rp17	17,00
383	32	Rp12	11,00
384	32	Rp11	10,00
385	31	Rp1400	14,00
386	31	Rp204	20,00
387	31	Rp158	15,00
388	31	Rp74	74,00
389	31	Rp73	73,00
390	31	Rp16	16,00
391	30	Rp500000	50,00
392	30	Rp4000	40,00
393	30	Rp2800	28,00
394	30	Rp665	66,00
395	30	Rp310	31,00
396	30	Rp238	23,00
397	30	Rp198	19,00
398	30	Rp193	19,00
399	30	Rp153	15,00
400	30	Rp117	11,00
401	30	Rp95	94,00
402	30	Rp78	77,00
403	30	Rp75	74,00
404	30	Rp69	68,00
405	30	Rp61	60,00
406	30	Rp54	53,00
407	30	Rp51	51,00
408	30	Rp46	45,00
409	30	Rp44	44,00
410	29	Rp1600	16,00
411	29	Rp875	87,00
412	29	Rp725	72,00
413	29	Rp395	39,00
414	29	Rp364	36,00
415	29	Rp217	21,00
416	29	Rp202	20,00
417	29	Rp192	19,00
418	29	Rp175	17,00
419	29	Rp142	14,00
420	29	Rp123	12,00
421	29	Rp83	82,00
422	29	Rp53	53,00
423	29	Rp44	44,00
424	29	Rp35	34,00
425	29	Rp19	18,00
426	29	Rp18	17,00
427	29	Rp16	15,00
428	28	Rp1750	17,00
429	28	Rp990	99,00
430	28	Rp759	75,00
431	28	Rp488	48,00
432	28	Rp388	38,00
433	28	Rp222	22,00
434	28	Rp184	18,00
435	28	Rp164	16,00
436	28	Rp153	15,00
437	28	Rp137	13,00
438	28	Rp136	13,00
439	28	Rp136	13,00
440	28	Rp126	12,00
441	28	Rp121	12,00
442	28	Rp86	86,00
443	28	Rp70	69,00
444	28	Rp69	69,00
445	28	Rp54	53,00
446	28	Rp42	42,00
447	28	Rp41	40,00
448	28	Rp31	30,00
449	28	Rp22	22,00
450	28	Rp17	16,00
451	28	Rp16	16,00
452	27	Rp925	92,00
453	27	Rp346	34,00
454	27	Rp332	33,00
455	27	Rp313	31,00
456	27	Rp203	20,00
457	27	Rp197	19,00
458	27	Rp193	19,00
459	27	Rp162	16,00
460	27	Rp155	15,00
461	27	Rp147	14,00
462	27	Rp140	13,00
463	27	Rp106	10,00
464	27	Rp105	10,00
465	27	Rp103	10,00
466	27	Rp54	53,00
467	27	Rp52	52,00
468	27	Rp34	33,00
469	27	Rp19	18,00
470	27	Rp18	18,00
471	27	Rp14	13,00
472	27	Rp12	11,00
473	26	Rp1950	19,00
474	26	Rp670	67,00
475	26	Rp435	43,00
476	26	Rp370	37,00
477	26	Rp340	34,00
478	26	Rp224	22,00
479	26	Rp206	20,00
480	26	Rp205	20,00
481	26	Rp98	97,00
482	26	Rp92	92,00
483	26	Rp62	62,00
484	26	Rp57	57,00
485	26	Rp56	56,00
486	26	Rp54	54,00
487	26	Rp48	47,00
488	26	Rp47	47,00
489	26	Rp29	29,00
490	26	Rp22	22,00
491	26	Rp18	18,00
492	26	Rp15	14,00
493	26	Rp12	12,00
494	25	Rp519	51,00
495	25	Rp405	40,00
496	25	Rp401	40,00
497	25	Rp399	39,00
498	25	Rp359	35,00
499	25	Rp338	33,00
500	25	Rp316	31,00
501	25	Rp294	29,00
502	25	Rp228	22,00
503	25	Rp189	18,00
504	25	Rp184	18,00
505	25	Rp136	13,00
506	25	Rp134	13,00
507	25	Rp131	13,00
508	25	Rp96	96,00
509	25	Rp72	71,00
510	25	Rp62	61,00
511	25	Rp50	49,00
512	25	Rp46	46,00
513	25	Rp43	43,00
514	25	Rp39	38,00
515	25	Rp38	37,00
516	25	Rp37	36,00
517	25	Rp34	33,00
518	25	Rp34	33,00
519	25	Rp32	32,00
520	25	Rp32	31,00
521	25	Rp32	31,00
522	25	Rp18	18,00
523	25	Rp14	14,00
524	24	Rp1450	14,00
525	24	Rp1350	13,00
526	24	Rp798	79,00
527	24	Rp624	62,00
528	24	Rp585	58,00
529	24	Rp510	51,00
530	24	Rp338	33,00
531	24	Rp314	31,00
532	24	Rp143	14,00
533	24	Rp120	11,00
534	24	Rp109	10,00
535	24	Rp107	10,00
536	24	Rp103	10,00
537	24	Rp102	10,00
538	24	Rp87	87,00
539	24	Rp79	78,00
540	24	Rp71	71,00
541	24	Rp67	66,00
542	24	Rp54	53,00
543	24	Rp47	47,00
544	24	Rp43	42,00
545	24	Rp38	38,00
546	24	Rp38	37,00
547	24	Rp27	26,00
548	24	Rp23	23,00
549	24	Rp20	19,00
550	24	Rp14	14,00
551	24	Rp13	12,00
552	24	Rp12	11,00
553	23	Rp1380	13,00
554	23	Rp1144	11,00
555	23	Rp1054	10,00
556	23	Rp979	97,00
557	23	Rp848	84,00
558	23	Rp520	52,00
559	23	Rp511	51,00
560	23	Rp448	44,00
561	23	Rp430	43,00
562	23	Rp379	37,00
563	23	Rp318	31,00
564	23	Rp260	26,00
565	23	Rp169	16,00
566	23	Rp108	10,00
567	23	Rp97	97,00
568	23	Rp94	94,00
569	23	Rp90	89,00
570	23	Rp88	87,00
571	23	Rp74	73,00
572	23	Rp68	68,00
573	23	Rp36	36,00
574	23	Rp36	35,00
575	23	Rp24	23,00
576	23	Rp20	19,00
577	23	Rp19	18,00
578	23	Rp15	14,00
579	22	Rp17750	17,00
580	22	Rp5000	50,00
581	22	Rp3600	36,00
582	22	Rp1087	10,00
583	22	Rp960	96,00
584	22	Rp816	81,00
585	22	Rp810	81,00
586	22	Rp742	74,00
587	22	Rp690	69,00
588	22	Rp490	49,00
589	22	Rp425	42,00
590	22	Rp363	36,00
591	22	Rp252	25,00
592	22	Rp249	24,00
593	22	Rp246	24,00
594	22	Rp219	21,00
595	22	Rp172	17,00
596	22	Rp133	13,00
597	22	Rp128	12,00
598	22	Rp116	11,00
599	22	Rp106	10,00
600	22	Rp83	83,00
601	22	Rp81	81,00
602	22	Rp71	71,00
603	22	Rp70	70,00
604	22	Rp52	52,00
605	22	Rp49	48,00
606	22	Rp31	31,00
607	22	Rp27	26,00
608	22	Rp26	25,00
609	22	Rp25	24,00
610	22	Rp16	16,00
611	22	Rp14	13,00
612	21	Rp1580	15,00
613	21	Rp1108	11,00
614	21	Rp620	62,00
615	21	Rp465	46,00
616	21	Rp403	40,00
617	21	Rp312	31,00
618	21	Rp305	30,00
619	21	Rp297	29,00
620	21	Rp283	28,00
621	21	Rp244	24,00
622	21	Rp212	21,00
623	21	Rp168	16,00
624	21	Rp164	16,00
625	21	Rp149	14,00
626	21	Rp141	14,00
627	21	Rp133	13,00
628	21	Rp119	11,00
629	21	Rp118	11,00
630	21	Rp111	11,00
631	21	Rp107	10,00
632	21	Rp101	10,00
633	21	Rp82	81,00
634	21	Rp67	67,00
635	21	Rp58	58,00
636	21	Rp58	58,00
637	21	Rp57	57,00
638	21	Rp49	48,00
639	21	Rp32	31,00
640	21	Rp31	31,00
641	21	Rp28	27,00
642	21	Rp27	26,00
643	21	Rp27	26,00
644	21	Rp22	21,00
645	21	Rp19	18,00
646	21	Rp17	17,00
647	21	Rp16	16,00
648	21	Rp13	13,00
649	21	Rp11	10,00
650	20	Rp1520	15,00
651	20	Rp1100	11,00
652	20	Rp1044	10,00
653	20	Rp780	78,00
654	20	Rp775	77,00
655	20	Rp746	74,00
656	20	Rp424	42,00
657	20	Rp385	38,00
658	20	Rp371	37,00
659	20	Rp355	35,00
660	20	Rp213	21,00
661	20	Rp209	20,00
662	20	Rp208	20,00
663	20	Rp198	19,00
664	20	Rp189	18,00
665	20	Rp166	16,00
666	20	Rp160	16,00
667	20	Rp155	15,00
668	20	Rp118	11,00
669	20	Rp102	10,00
670	20	Rp100	99,00
671	20	Rp90	89,00
672	20	Rp75	75,00
673	20	Rp70	70,00
674	20	Rp50	50,00
675	20	Rp46	45,00
676	20	Rp45	44,00
677	20	Rp35	34,00
678	20	Rp34	33,00
679	20	Rp30	29,00
680	20	Rp28	27,00
681	20	Rp25	24,00
682	20	Rp21	20,00
683	20	Rp20	20,00
684	20	Rp19	19,00
685	20	Rp17	16,00
686	20	Rp16	15,00
687	20	Rp15	14,00
688	20	Rp14	13,00
689	20	Rp13	12,00
690	20	Rp12	11,00
691	19	Rp1300	13,00
692	19	Rp1125	11,00
693	19	Rp648	64,00
694	19	Rp638	63,00
695	19	Rp630	63,00
696	19	Rp512	51,00
697	19	Rp365	36,00
698	19	Rp332	33,00
699	19	Rp298	29,00
700	19	Rp224	22,00
701	19	Rp213	21,00
702	19	Rp182	18,00
703	19	Rp168	16,00
704	19	Rp152	15,00
705	19	Rp129	12,00
706	19	Rp119	11,00
707	19	Rp119	11,00
708	19	Rp100	99,00
709	19	Rp92	91,00
710	19	Rp84	83,00
711	19	Rp71	70,00
712	19	Rp66	66,00
713	19	Rp64	64,00
714	19	Rp60	59,00
715	19	Rp44	44,00
716	19	Rp42	41,00
717	19	Rp37	36,00
718	19	Rp35	34,00
719	19	Rp32	32,00
720	19	Rp30	29,00
721	19	Rp27	26,00
722	19	Rp25	24,00
723	19	Rp25	24,00
724	19	Rp20	19,00
725	19	Rp19	19,00
726	19	Rp18	17,00
727	19	Rp18	17,00
728	19	Rp16	15,00
729	19	Rp14	14,00
730	19	Rp14	13,00
731	19	Rp10	10,00
732	18	Rp2550	25,00
733	18	Rp2100	21,00
734	18	Rp1700	17,00
735	18	Rp1650	16,00
736	18	Rp1364	13,00
737	18	Rp975	97,00
738	18	Rp570	57,00
739	18	Rp563	56,00
740	18	Rp503	50,00
741	18	Rp463	46,00
742	18	Rp415	41,00
743	18	Rp392	39,00
744	18	Rp384	38,00
745	18	Rp378	37,00
746	18	Rp339	33,00
747	18	Rp288	28,00
748	18	Rp261	26,00
749	18	Rp176	17,00
750	18	Rp154	15,00
751	18	Rp122	12,00
752	18	Rp122	12,00
753	18	Rp92	91,00
754	18	Rp81	80,00
755	18	Rp76	76,00
756	18	Rp64	64,00
757	18	Rp51	51,00
758	18	Rp51	50,00
759	18	Rp49	48,00
760	18	Rp34	34,00
761	18	Rp33	32,00
762	18	Rp32	31,00
763	18	Rp32	31,00
764	18	Rp28	27,00
765	18	Rp22	21,00
766	18	Rp22	21,00
767	18	Rp19	19,00
768	18	Rp16	16,00
769	18	Rp12	11,00
770	18	Rp11	10,00
771	17	Rp3905	39,00
772	17	Rp1812	18,00
773	17	Rp1168	11,00
774	17	Rp695	69,00
775	17	Rp644	64,00
776	17	Rp615	61,00
777	17	Rp438	43,00
778	17	Rp408	40,00
779	17	Rp363	36,00
780	17	Rp354	35,00
781	17	Rp286	28,00
782	17	Rp282	28,00
783	17	Rp269	26,00
784	17	Rp255	25,00
785	17	Rp239	23,00
786	17	Rp236	23,00
787	17	Rp231	23,00
788	17	Rp203	20,00
789	17	Rp194	19,00
790	17	Rp189	18,00
791	17	Rp172	17,00
792	17	Rp159	15,00
793	17	Rp156	15,00
794	17	Rp148	14,00
795	17	Rp138	13,00
796	17	Rp137	13,00
797	17	Rp127	12,00
798	17	Rp115	11,00
799	17	Rp114	11,00
800	17	Rp85	84,00
801	17	Rp82	81,00
802	17	Rp81	80,00
803	17	Rp76	76,00
804	17	Rp76	75,00
805	17	Rp73	72,00
806	17	Rp65	65,00
807	17	Rp64	64,00
808	17	Rp60	60,00
809	17	Rp58	57,00
810	17	Rp44	43,00
811	17	Rp43	43,00
812	17	Rp38	38,00
813	17	Rp37	36,00
814	17	Rp36	35,00
815	17	Rp32	32,00
816	17	Rp32	32,00
817	17	Rp29	29,00
818	17	Rp25	25,00
819	17	Rp23	23,00
820	17	Rp21	21,00
821	17	Rp20	20,00
822	17	Rp16	16,00
823	17	Rp15	14,00
824	17	Rp12	11,00
825	17	Rp11	10,00
826	17	Rp10	10,00
827	16	Rp15000	15,00
828	16	Rp5318	53,00
829	16	Rp4295	42,00
830	16	Rp3800	38,00
831	16	Rp3204	32,00
832	16	Rp2871	28,00
833	16	Rp2319	23,00
834	16	Rp1330	13,00
835	16	Rp1109	11,00
836	16	Rp741	74,00
837	16	Rp666	66,00
838	16	Rp663	66,00
839	16	Rp517	51,00
840	16	Rp479	47,00
841	16	Rp476	47,00
842	16	Rp429	42,00
843	16	Rp404	40,00
844	16	Rp399	39,00
845	16	Rp388	38,00
846	16	Rp374	37,00
847	16	Rp359	35,00
848	16	Rp330	32,00
849	16	Rp324	32,00
850	16	Rp281	28,00
851	16	Rp248	24,00
852	16	Rp224	22,00
853	16	Rp207	20,00
854	16	Rp198	19,00
855	16	Rp195	19,00
856	16	Rp191	19,00
857	16	Rp174	17,00
858	16	Rp171	17,00
859	16	Rp170	17,00
860	16	Rp160	15,00
861	16	Rp158	15,00
862	16	Rp157	15,00
863	16	Rp152	15,00
864	16	Rp135	13,00
865	16	Rp130	13,00
866	16	Rp129	12,00
867	16	Rp114	11,00
868	16	Rp112	11,00
869	16	Rp101	10,00
870	16	Rp95	95,00
871	16	Rp95	94,00
872	16	Rp86	85,00
873	16	Rp86	85,00
874	16	Rp75	75,00
875	16	Rp72	71,00
876	16	Rp69	68,00
877	16	Rp68	68,00
878	16	Rp67	67,00
879	16	Rp67	66,00
880	16	Rp64	63,00
881	16	Rp57	56,00
882	16	Rp52	51,00
883	16	Rp49	48,00
884	16	Rp42	41,00
885	16	Rp38	38,00
886	16	Rp37	37,00
887	16	Rp34	33,00
888	16	Rp29	28,00
889	16	Rp29	28,00
890	16	Rp27	27,00
891	16	Rp27	27,00
892	16	Rp26	25,00
893	16	Rp26	25,00
894	16	Rp25	25,00
895	16	Rp23	22,00
896	16	Rp22	21,00
897	16	Rp22	21,00
898	16	Rp19	19,00
899	16	Rp18	18,00
900	16	Rp17	17,00
901	16	Rp17	16,00
902	16	Rp15	14,00
903	16	Rp14	14,00
904	16	Rp13	13,00
905	16	Rp11	11,00
906	15	Rp4146	41,00
907	15	Rp3500	35,00
908	15	Rp3266	32,00
909	15	Rp2892	28,00
910	15	Rp1900	19,00
911	15	Rp1075	10,00
912	15	Rp758	75,00
913	15	Rp588	58,00
914	15	Rp555	55,00
915	15	Rp462	46,00
916	15	Rp365	36,00
917	15	Rp294	29,00
918	15	Rp292	29,00
919	15	Rp284	28,00
920	15	Rp259	25,00
921	15	Rp254	25,00
922	15	Rp223	22,00
923	15	Rp213	21,00
924	15	Rp206	20,00
925	15	Rp194	19,00
926	15	Rp185	18,00
927	15	Rp173	17,00
928	15	Rp137	13,00
929	15	Rp135	13,00
930	15	Rp130	13,00
931	15	Rp127	12,00
932	15	Rp127	12,00
933	15	Rp122	12,00
934	15	Rp116	11,00
935	15	Rp112	11,00
936	15	Rp105	10,00
937	15	Rp101	10,00
938	15	Rp96	96,00
939	15	Rp92	91,00
940	15	Rp91	91,00
941	15	Rp89	89,00
942	15	Rp89	88,00
943	15	Rp83	82,00
944	15	Rp80	80,00
945	15	Rp74	74,00
946	15	Rp74	73,00
947	15	Rp70	70,00
948	15	Rp69	68,00
949	15	Rp68	67,00
950	15	Rp60	59,00
951	15	Rp57	56,00
952	15	Rp56	56,00
953	15	Rp55	55,00
954	15	Rp53	52,00
955	15	Rp49	48,00
956	15	Rp46	45,00
957	15	Rp45	44,00
958	15	Rp42	42,00
959	15	Rp39	38,00
960	15	Rp38	37,00
961	15	Rp34	34,00
962	15	Rp32	31,00
963	15	Rp32	31,00
964	15	Rp32	31,00
965	15	Rp29	28,00
966	15	Rp28	28,00
967	15	Rp26	26,00
968	15	Rp26	25,00
969	15	Rp25	24,00
970	15	Rp18	17,00
971	15	Rp17	17,00
972	15	Rp16	16,00
973	15	Rp15	14,00
974	15	Rp14	13,00
975	15	Rp12	12,00
976	15	Rp11	10,00
977	15	Rp11	10,00
978	14	Rp1500000	15,00
979	14	Rp5085	50,00
980	14	Rp4968	49,00
981	14	Rp1440	14,00
982	14	Rp1025	10,00
983	14	Rp863	86,00
984	14	Rp853	85,00
985	14	Rp730	73,00
986	14	Rp719	71,00
987	14	Rp680	68,00
988	14	Rp485	48,00
989	14	Rp463	46,00
990	14	Rp445	44,00
991	14	Rp432	43,00
992	14	Rp379	37,00
993	14	Rp368	36,00
994	14	Rp314	31,00
995	14	Rp310	31,00
996	14	Rp304	30,00
997	14	Rp273	27,00
998	14	Rp246	24,00
999	14	Rp235	23,00
1000	14	Rp234	23,00
1001	14	Rp229	22,00
1002	14	Rp222	22,00
1003	14	Rp221	22,00
1004	14	Rp194	19,00
1005	14	Rp193	19,00
1006	14	Rp183	18,00
1007	14	Rp163	16,00
1008	14	Rp162	16,00
1009	14	Rp150	14,00
1010	14	Rp146	14,00
1011	14	Rp145	14,00
1012	14	Rp141	14,00
1013	14	Rp117	11,00
1014	14	Rp109	10,00
1015	14	Rp108	10,00
1016	14	Rp106	10,00
1017	14	Rp92	91,00
1018	14	Rp89	89,00
1019	14	Rp87	87,00
1020	14	Rp81	80,00
1021	14	Rp65	64,00
1022	14	Rp63	63,00
1023	14	Rp60	59,00
1024	14	Rp56	55,00
1025	14	Rp55	54,00
1026	14	Rp53	52,00
1027	14	Rp45	45,00
1028	14	Rp41	40,00
1029	14	Rp40	40,00
1030	14	Rp39	38,00
1031	14	Rp39	38,00
1032	14	Rp35	34,00
1033	14	Rp33	33,00
1034	14	Rp33	32,00
1035	14	Rp31	30,00
1036	14	Rp31	30,00
1037	14	Rp30	30,00
1038	14	Rp30	30,00
1039	14	Rp27	26,00
1040	14	Rp27	26,00
1041	14	Rp27	26,00
1042	14	Rp26	26,00
1043	14	Rp26	26,00
1044	14	Rp26	25,00
1045	14	Rp25	25,00
1046	14	Rp25	24,00
1047	14	Rp24	24,00
1048	14	Rp23	22,00
1049	14	Rp22	21,00
1050	14	Rp22	21,00
1051	14	Rp21	21,00
1052	14	Rp21	20,00
1053	14	Rp21	20,00
1054	14	Rp21	20,00
1055	14	Rp20	20,00
1056	14	Rp19	18,00
1057	14	Rp18	17,00
1058	14	Rp16	16,00
1059	14	Rp16	15,00
1060	14	Rp16	15,00
1061	14	Rp13	12,00
