id,nama
JUAL-49,Data JUAL-49
RETUR-309,Data RETUR-309
JUAL-232,Data JUAL-232
RETUR-147,Data RETUR-147
JUAL-128,Data JUAL-128
JUAL-19,Data JUAL-19
JUAL-235,Data JUAL-235
RETUR-315,Data RETUR-315
RETUR-274,Data RETUR-274
BELI-250,Data BELI-250
BELI-103,Data BELI-103
RETUR-292,Data RETUR-292
BELI-268,Data BELI-268
BELI-338,Data BELI-338
JUAL-420,Data JUAL-420
RETUR-214,Data RETUR-214
JUAL-133,Data JUAL-133
BELI-468,Data BELI-468
JUAL-129,Data JUAL-129
RETUR-167,Data RETUR-167
JUAL-157,Data JUAL-157
RETUR-464,Data RETUR-464
BELI-261,Data BELI-261
RETUR-378,Data RETUR-378
BELI-79,Data BELI-79
RETUR-22,Data RETUR-22
RETUR-403,Data RETUR-403
JUAL-321,Data JUAL-321
RETUR-497,Data RETUR-497
JUAL-118,Data JUAL-118
RETUR-472,Data RETUR-472
BELI-458,Data BELI-458
BELI-287,Data BELI-287
BELI-80,Data BELI-80
JUAL-346,Data JUAL-346
JUAL-431,Data JUAL-431
RETUR-414,Data RETUR-414
RETUR-458,Data RETUR-458
RETUR-124,Data RETUR-124
RETUR-187,Data RETUR-187
RETUR-125,Data RETUR-125
RETUR-454,Data RETUR-454
BELI-302,Data BELI-302
BELI-120,Data BELI-120
JUAL-389,Data JUAL-389
BELI-253,Data BELI-253
JUAL-459,Data JUAL-459
JUAL-134,Data JUAL-134
RETUR-136,Data RETUR-136
RETUR-37,Data RETUR-37
BELI-425,Data BELI-425
BELI-216,Data BELI-216
BELI-39,Data BELI-39
RETUR-225,Data RETUR-225
JUAL-91,Data JUAL-91
RETUR-481,Data RETUR-481
RETUR-301,Data RETUR-301
RETUR-199,Data RETUR-199
BELI-174,Data BELI-174
RETUR-305,Data RETUR-305
BELI-241,Data BELI-241
BELI-44,Data BELI-44
RETUR-108,Data RETUR-108
BELI-471,Data BELI-471
BELI-346,Data BELI-346
JUAL-450,Data JUAL-450
BELI-322,Data BELI-322
RETUR-374,Data RETUR-374
BELI-119,Data BELI-119
BELI-429,Data BELI-429
RETUR-404,Data RETUR-404
BELI-206,Data BELI-206
BELI-118,Data BELI-118
BELI-367,Data BELI-367
RETUR-393,Data RETUR-393
JUAL-322,Data JUAL-322
JUAL-201,Data JUAL-201
JUAL-132,Data JUAL-132
RETUR-348,Data RETUR-348
JUAL-246,Data JUAL-246
RETUR-61,Data RETUR-61
RETUR-419,Data RETUR-419
RETUR-216,Data RETUR-216
BELI-266,Data BELI-266
RETUR-41,Data RETUR-41
RETUR-148,Data RETUR-148
JUAL-225,Data JUAL-225
RETUR-429,Data RETUR-429
RETUR-276,Data RETUR-276
BELI-148,Data BELI-148
RETUR-58,Data RETUR-58
JUAL-372,Data JUAL-372
JUAL-395,Data JUAL-395
RETUR-344,Data RETUR-344
RETUR-420,Data RETUR-420
JUAL-443,Data JUAL-443
BELI-291,Data BELI-291
JUAL-349,Data JUAL-349
JUAL-400,Data JUAL-400
RETUR-373,Data RETUR-373
JUAL-116,Data JUAL-116
RETUR-302,Data RETUR-302
JUAL-355,Data JUAL-355
RETUR-337,Data RETUR-337
JUAL-264,Data JUAL-264
BELI-331,Data BELI-331
RETUR-327,Data RETUR-327
RETUR-342,Data RETUR-342
BELI-490,Data BELI-490
JUAL-146,Data JUAL-146
RETUR-358,Data RETUR-358
JUAL-456,Data JUAL-456
JUAL-39,Data JUAL-39
JUAL-404,Data JUAL-404
BELI-486,Data BELI-486
BELI-251,Data BELI-251
BELI-381,Data BELI-381
RETUR-72,Data RETUR-72
RETUR-258,Data RETUR-258
JUAL-381,Data JUAL-381
RETUR-416,Data RETUR-416
BELI-368,Data BELI-368
BELI-370,Data BELI-370
BELI-397,Data BELI-397
JUAL-479,Data JUAL-479
RETUR-175,Data RETUR-175
BELI-391,Data BELI-391
JUAL-156,Data JUAL-156
BELI-35,Data BELI-35
BELI-143,Data BELI-143
JUAL-382,Data JUAL-382
BELI-245,Data BELI-245
RETUR-191,Data RETUR-191
JUAL-167,Data JUAL-167
RETUR-321,Data RETUR-321
RETUR-177,Data RETUR-177
JUAL-327,Data JUAL-327
JUAL-377,Data JUAL-377
BELI-476,Data BELI-476
BELI-83,Data BELI-83
JUAL-422,Data JUAL-422
BELI-357,Data BELI-357
JUAL-475,Data JUAL-475
JUAL-158,Data JUAL-158
BELI-190,Data BELI-190
BELI-362,Data BELI-362
JUAL-416,Data JUAL-416
BELI-271,Data BELI-271
BELI-108,Data BELI-108
BELI-164,Data BELI-164
RETUR-468,Data RETUR-468
JUAL-260,Data JUAL-260
JUAL-163,Data JUAL-163
BELI-392,Data BELI-392
BELI-456,Data BELI-456
BELI-172,Data BELI-172
BELI-428,Data BELI-428
RETUR-371,Data RETUR-371
RETUR-325,Data RETUR-325
JUAL-248,Data JUAL-248
RETUR-331,Data RETUR-331
BELI-204,Data BELI-204
RETUR-281,Data RETUR-281
JUAL-262,Data JUAL-262
JUAL-64,Data JUAL-64
RETUR-418,Data RETUR-418
BELI-207,Data BELI-207
RETUR-193,Data RETUR-193
BELI-303,Data BELI-303
BELI-158,Data BELI-158
RETUR-109,Data RETUR-109
RETUR-303,Data RETUR-303
RETUR-128,Data RETUR-128
BELI-499,Data BELI-499
JUAL-397,Data JUAL-397
JUAL-462,Data JUAL-462
JUAL-278,Data JUAL-278
RETUR-144,Data RETUR-144
JUAL-207,Data JUAL-207
RETUR-275,Data RETUR-275
BELI-175,Data BELI-175
JUAL-147,Data JUAL-147
RETUR-434,Data RETUR-434
BELI-226,Data BELI-226
RETUR-59,Data RETUR-59
BELI-96,Data BELI-96
JUAL-437,Data JUAL-437
BELI-482,Data BELI-482
BELI-102,Data BELI-102
BELI-255,Data BELI-255
BELI-311,Data BELI-311
RETUR-457,Data RETUR-457
JUAL-319,Data JUAL-319
BELI-198,Data BELI-198
JUAL-139,Data JUAL-139
RETUR-308,Data RETUR-308
BELI-350,Data BELI-350
BELI-435,Data BELI-435
BELI-115,Data BELI-115
RETUR-172,Data RETUR-172
RETUR-287,Data RETUR-287
BELI-372,Data BELI-372
BELI-205,Data BELI-205
BELI-29,Data BELI-29
RETUR-435,Data RETUR-435
BELI-78,Data BELI-78
BELI-475,Data BELI-475
RETUR-188,Data RETUR-188
RETUR-49,Data RETUR-49
RETUR-396,Data RETUR-396
JUAL-238,Data JUAL-238
BELI-110,Data BELI-110
JUAL-261,Data JUAL-261
RETUR-213,Data RETUR-213
JUAL-254,Data JUAL-254
BELI-272,Data BELI-272
BELI-168,Data BELI-168
BELI-439,Data BELI-439
RETUR-288,Data RETUR-288
BELI-342,Data BELI-342
JUAL-177,Data JUAL-177
BELI-87,Data BELI-87
RETUR-97,Data RETUR-97
JUAL-220,Data JUAL-220
RETUR-205,Data RETUR-205
BELI-41,Data BELI-41
BELI-366,Data BELI-366
JUAL-472,Data JUAL-472
RETUR-279,Data RETUR-279
BELI-65,Data BELI-65
RETUR-493,Data RETUR-493
RETUR-235,Data RETUR-235
BELI-144,Data BELI-144
RETUR-110,Data RETUR-110
RETUR-157,Data RETUR-157
RETUR-106,Data RETUR-106
JUAL-71,Data JUAL-71
BELI-167,Data BELI-167
BELI-389,Data BELI-389
JUAL-300,Data JUAL-300
RETUR-176,Data RETUR-176
BELI-84,Data BELI-84
JUAL-155,Data JUAL-155
JUAL-171,Data JUAL-171
BELI-283,Data BELI-283
RETUR-160,Data RETUR-160
RETUR-466,Data RETUR-466
JUAL-92,Data JUAL-92
RETUR-306,Data RETUR-306
BELI-491,Data BELI-491
BELI-282,Data BELI-282
JUAL-84,Data JUAL-84
JUAL-411,Data JUAL-411
RETUR-427,Data RETUR-427
BELI-332,Data BELI-332
BELI-382,Data BELI-382
JUAL-470,Data JUAL-470
RETUR-161,Data RETUR-161
JUAL-50,Data JUAL-50
BELI-197,Data BELI-197
JUAL-412,Data JUAL-412
JUAL-430,Data JUAL-430
RETUR-121,Data RETUR-121
JUAL-184,Data JUAL-184
JUAL-259,Data JUAL-259
RETUR-69,Data RETUR-69
RETUR-143,Data RETUR-143
RETUR-52,Data RETUR-52
RETUR-411,Data RETUR-411
BELI-401,Data BELI-401
JUAL-312,Data JUAL-312
RETUR-335,Data RETUR-335
RETUR-65,Data RETUR-65
JUAL-60,Data JUAL-60
RETUR-113,Data RETUR-113
BELI-375,Data BELI-375
RETUR-398,Data RETUR-398
RETUR-39,Data RETUR-39
BELI-444,Data BELI-444
RETUR-184,Data RETUR-184
RETUR-439,Data RETUR-439
BELI-383,Data BELI-383
RETUR-311,Data RETUR-311
BELI-126,Data BELI-126
BELI-210,Data BELI-210
JUAL-120,Data JUAL-120
JUAL-326,Data JUAL-326
BELI-300,Data BELI-300
JUAL-362,Data JUAL-362
JUAL-77,Data JUAL-77
JUAL-439,Data JUAL-439
BELI-43,Data BELI-43
JUAL-457,Data JUAL-457
RETUR-386,Data RETUR-386
JUAL-477,Data JUAL-477
RETUR-228,Data RETUR-228
BELI-179,Data BELI-179
JUAL-316,Data JUAL-316
BELI-54,Data BELI-54
RETUR-399,Data RETUR-399
RETUR-296,Data RETUR-296
JUAL-44,Data JUAL-44
JUAL-307,Data JUAL-307
JUAL-483,Data JUAL-483
BELI-75,Data BELI-75
JUAL-272,Data JUAL-272
BELI-269,Data BELI-269
RETUR-232,Data RETUR-232
BELI-145,Data BELI-145
RETUR-220,Data RETUR-220
JUAL-408,Data JUAL-408
RETUR-173,Data RETUR-173
RETUR-236,Data RETUR-236
JUAL-496,Data JUAL-496
BELI-420,Data BELI-420
BELI-364,Data BELI-364
BELI-315,Data BELI-315
RETUR-107,Data RETUR-107
JUAL-12,Data JUAL-12
BELI-355,Data BELI-355
RETUR-471,Data RETUR-471
BELI-137,Data BELI-137
BELI-71,Data BELI-71
JUAL-127,Data JUAL-127
JUAL-447,Data JUAL-447
JUAL-45,Data JUAL-45
RETUR-96,Data RETUR-96
BELI-223,Data BELI-223
BELI-19,Data BELI-19
RETUR-211,Data RETUR-211
JUAL-237,Data JUAL-237
JUAL-244,Data JUAL-244
BELI-131,Data BELI-131
BELI-399,Data BELI-399
RETUR-449,Data RETUR-449
BELI-122,Data BELI-122
BELI-98,Data BELI-98
JUAL-445,Data JUAL-445
BELI-445,Data BELI-445
BELI-181,Data BELI-181
JUAL-432,Data JUAL-432
RETUR-408,Data RETUR-408
BELI-469,Data BELI-469
BELI-116,Data BELI-116
BELI-217,Data BELI-217
JUAL-487,Data JUAL-487
BELI-185,Data BELI-185
RETUR-257,Data RETUR-257
BELI-111,Data BELI-111
JUAL-26,Data JUAL-26
RETUR-372,Data RETUR-372
RETUR-240,Data RETUR-240
RETUR-485,Data RETUR-485
RETUR-272,Data RETUR-272
BELI-8,Data BELI-8
JUAL-428,Data JUAL-428
JUAL-374,Data JUAL-374
RETUR-25,Data RETUR-25
JUAL-216,Data JUAL-216
RETUR-394,Data RETUR-394
RETUR-259,Data RETUR-259
BELI-18,Data BELI-18
RETUR-453,Data RETUR-453
JUAL-435,Data JUAL-435
RETUR-270,Data RETUR-270
RETUR-241,Data RETUR-241
BELI-123,Data BELI-123
JUAL-111,Data JUAL-111
BELI-57,Data BELI-57
JUAL-83,Data JUAL-83
BELI-155,Data BELI-155
JUAL-403,Data JUAL-403
JUAL-317,Data JUAL-317
RETUR-13,Data RETUR-13
RETUR-118,Data RETUR-118
JUAL-169,Data JUAL-169
JUAL-251,Data JUAL-251
RETUR-412,Data RETUR-412
BELI-459,Data BELI-459
JUAL-104,Data JUAL-104
BELI-431,Data BELI-431
JUAL-375,Data JUAL-375
RETUR-206,Data RETUR-206
JUAL-152,Data JUAL-152
JUAL-283,Data JUAL-283
JUAL-332,Data JUAL-332
JUAL-284,Data JUAL-284
BELI-249,Data BELI-249
BELI-414,Data BELI-414
RETUR-244,Data RETUR-244
BELI-242,Data BELI-242
JUAL-105,Data JUAL-105
RETUR-231,Data RETUR-231
JUAL-230,Data JUAL-230
JUAL-453,Data JUAL-453
RETUR-278,Data RETUR-278
JUAL-109,Data JUAL-109
RETUR-436,Data RETUR-436
BELI-229,Data BELI-229
JUAL-288,Data JUAL-288
BELI-225,Data BELI-225
RETUR-385,Data RETUR-385
JUAL-3,Data JUAL-3
RETUR-150,Data RETUR-150
BELI-319,Data BELI-319
BELI-20,Data BELI-20
RETUR-117,Data RETUR-117
RETUR-375,Data RETUR-375
JUAL-85,Data JUAL-85
RETUR-159,Data RETUR-159
RETUR-27,Data RETUR-27
RETUR-465,Data RETUR-465
RETUR-351,Data RETUR-351
JUAL-418,Data JUAL-418
JUAL-423,Data JUAL-423
RETUR-430,Data RETUR-430
RETUR-196,Data RETUR-196
JUAL-290,Data JUAL-290
RETUR-441,Data RETUR-441
BELI-97,Data BELI-97
RETUR-401,Data RETUR-401
RETUR-384,Data RETUR-384
RETUR-227,Data RETUR-227
BELI-232,Data BELI-232
JUAL-334,Data JUAL-334
BELI-494,Data BELI-494
JUAL-331,Data JUAL-331
JUAL-485,Data JUAL-485
JUAL-5,Data JUAL-5
BELI-388,Data BELI-388
BELI-238,Data BELI-238
JUAL-228,Data JUAL-228
JUAL-253,Data JUAL-253
RETUR-8,Data RETUR-8
BELI-66,Data BELI-66
RETUR-31,Data RETUR-31
JUAL-51,Data JUAL-51
RETUR-381,Data RETUR-381
RETUR-74,Data RETUR-74
RETUR-135,Data RETUR-135
BELI-385,Data BELI-385
BELI-73,Data BELI-73
BELI-277,Data BELI-277
JUAL-175,Data JUAL-175
JUAL-192,Data JUAL-192
BELI-301,Data BELI-301
RETUR-353,Data RETUR-353
RETUR-446,Data RETUR-446
JUAL-384,Data JUAL-384
JUAL-367,Data JUAL-367
RETUR-250,Data RETUR-250
RETUR-268,Data RETUR-268
JUAL-364,Data JUAL-364
RETUR-209,Data RETUR-209
BELI-297,Data BELI-297
RETUR-265,Data RETUR-265
JUAL-98,Data JUAL-98
JUAL-287,Data JUAL-287
JUAL-176,Data JUAL-176
RETUR-203,Data RETUR-203
RETUR-382,Data RETUR-382
BELI-267,Data BELI-267
BELI-76,Data BELI-76
BELI-371,Data BELI-371
RETUR-145,Data RETUR-145
JUAL-281,Data JUAL-281
BELI-94,Data BELI-94
RETUR-50,Data RETUR-50
RETUR-215,Data RETUR-215
JUAL-474,Data JUAL-474
JUAL-309,Data JUAL-309
JUAL-369,Data JUAL-369
JUAL-414,Data JUAL-414
RETUR-494,Data RETUR-494
BELI-306,Data BELI-306
BELI-86,Data BELI-86
JUAL-32,Data JUAL-32
BELI-454,Data BELI-454
BELI-276,Data BELI-276
BELI-374,Data BELI-374
RETUR-218,Data RETUR-218
JUAL-333,Data JUAL-333
RETUR-369,Data RETUR-369
BELI-173,Data BELI-173
JUAL-387,Data JUAL-387
JUAL-150,Data JUAL-150
BELI-72,Data BELI-72
RETUR-282,Data RETUR-282
JUAL-363,Data JUAL-363
BELI-377,Data BELI-377
BELI-189,Data BELI-189
RETUR-456,Data RETUR-456
RETUR-183,Data RETUR-183
BELI-138,Data BELI-138
RETUR-78,Data RETUR-78
JUAL-189,Data JUAL-189
JUAL-323,Data JUAL-323
JUAL-13,Data JUAL-13
RETUR-426,Data RETUR-426
BELI-424,Data BELI-424
BELI-452,Data BELI-452
RETUR-352,Data RETUR-352
BELI-236,Data BELI-236
RETUR-313,Data RETUR-313
JUAL-103,Data JUAL-103
JUAL-131,Data JUAL-131
JUAL-234,Data JUAL-234
JUAL-405,Data JUAL-405
BELI-16,Data BELI-16
RETUR-368,Data RETUR-368
RETUR-16,Data RETUR-16
BELI-56,Data BELI-56
JUAL-421,Data JUAL-421
BELI-233,Data BELI-233
RETUR-455,Data RETUR-455
JUAL-376,Data JUAL-376
JUAL-1,Data JUAL-1
JUAL-239,Data JUAL-239
JUAL-196,Data JUAL-196
BELI-489,Data BELI-489
BELI-481,Data BELI-481
RETUR-133,Data RETUR-133
RETUR-299,Data RETUR-299
BELI-166,Data BELI-166
RETUR-496,Data RETUR-496
JUAL-21,Data JUAL-21
BELI-47,Data BELI-47
JUAL-180,Data JUAL-180
BELI-386,Data BELI-386
BELI-333,Data BELI-333
BELI-12,Data BELI-12
JUAL-197,Data JUAL-197
RETUR-261,Data RETUR-261
JUAL-17,Data JUAL-17
RETUR-467,Data RETUR-467
BELI-193,Data BELI-193
RETUR-388,Data RETUR-388
JUAL-263,Data JUAL-263
BELI-239,Data BELI-239
JUAL-30,Data JUAL-30
JUAL-170,Data JUAL-170
BELI-320,Data BELI-320
JUAL-270,Data JUAL-270
BELI-288,Data BELI-288
BELI-10,Data BELI-10
JUAL-113,Data JUAL-113
RETUR-355,Data RETUR-355
JUAL-165,Data JUAL-165
RETUR-256,Data RETUR-256
RETUR-84,Data RETUR-84
JUAL-325,Data JUAL-325
RETUR-182,Data RETUR-182
JUAL-268,Data JUAL-268
RETUR-361,Data RETUR-361
RETUR-102,Data RETUR-102
BELI-464,Data BELI-464
RETUR-217,Data RETUR-217
BELI-244,Data BELI-244
BELI-408,Data BELI-408
JUAL-274,Data JUAL-274
JUAL-80,Data JUAL-80
RETUR-98,Data RETUR-98
BELI-440,Data BELI-440
RETUR-314,Data RETUR-314
JUAL-500,Data JUAL-500
BELI-121,Data BELI-121
JUAL-89,Data JUAL-89
BELI-153,Data BELI-153
JUAL-198,Data JUAL-198
BELI-170,Data BELI-170
RETUR-247,Data RETUR-247
BELI-290,Data BELI-290
RETUR-35,Data RETUR-35
BELI-107,Data BELI-107
JUAL-351,Data JUAL-351
RETUR-154,Data RETUR-154
BELI-347,Data BELI-347
JUAL-478,Data JUAL-478
RETUR-76,Data RETUR-76
JUAL-267,Data JUAL-267
JUAL-297,Data JUAL-297
JUAL-285,Data JUAL-285
RETUR-189,Data RETUR-189
JUAL-160,Data JUAL-160
JUAL-59,Data JUAL-59
BELI-365,Data BELI-365
JUAL-302,Data JUAL-302
RETUR-131,Data RETUR-131
JUAL-35,Data JUAL-35
RETUR-365,Data RETUR-365
JUAL-144,Data JUAL-144
JUAL-110,Data JUAL-110
JUAL-145,Data JUAL-145
BELI-180,Data BELI-180
RETUR-195,Data RETUR-195
RETUR-158,Data RETUR-158
RETUR-491,Data RETUR-491
BELI-461,Data BELI-461
JUAL-371,Data JUAL-371
JUAL-289,Data JUAL-289
JUAL-37,Data JUAL-37
JUAL-440,Data JUAL-440
JUAL-441,Data JUAL-441
BELI-477,Data BELI-477
JUAL-434,Data JUAL-434
JUAL-215,Data JUAL-215
JUAL-100,Data JUAL-100
BELI-402,Data BELI-402
BELI-270,Data BELI-270
BELI-394,Data BELI-394
RETUR-364,Data RETUR-364
BELI-410,Data BELI-410
RETUR-75,Data RETUR-75
JUAL-354,Data JUAL-354
RETUR-32,Data RETUR-32
JUAL-159,Data JUAL-159
JUAL-41,Data JUAL-41
JUAL-454,Data JUAL-454
JUAL-295,Data JUAL-295
BELI-165,Data BELI-165
JUAL-173,Data JUAL-173
BELI-49,Data BELI-49
RETUR-23,Data RETUR-23
RETUR-407,Data RETUR-407
BELI-192,Data BELI-192
RETUR-132,Data RETUR-132
RETUR-286,Data RETUR-286
JUAL-182,Data JUAL-182
JUAL-357,Data JUAL-357
RETUR-181,Data RETUR-181
BELI-252,Data BELI-252
JUAL-226,Data JUAL-226
BELI-470,Data BELI-470
JUAL-54,Data JUAL-54
JUAL-25,Data JUAL-25
BELI-294,Data BELI-294
RETUR-10,Data RETUR-10
RETUR-95,Data RETUR-95
BELI-361,Data BELI-361
RETUR-2,Data RETUR-2
JUAL-383,Data JUAL-383
BELI-21,Data BELI-21
RETUR-498,Data RETUR-498
RETUR-252,Data RETUR-252
BELI-220,Data BELI-220
BELI-25,Data BELI-25
JUAL-62,Data JUAL-62
BELI-396,Data BELI-396
JUAL-199,Data JUAL-199
RETUR-246,Data RETUR-246
JUAL-210,Data JUAL-210
JUAL-491,Data JUAL-491
BELI-248,Data BELI-248
RETUR-333,Data RETUR-333
RETUR-477,Data RETUR-477
RETUR-328,Data RETUR-328
BELI-447,Data BELI-447
RETUR-79,Data RETUR-79
JUAL-451,Data JUAL-451
RETUR-43,Data RETUR-43
JUAL-410,Data JUAL-410
JUAL-162,Data JUAL-162
JUAL-148,Data JUAL-148
JUAL-138,Data JUAL-138
JUAL-353,Data JUAL-353
BELI-436,Data BELI-436
JUAL-36,Data JUAL-36
RETUR-312,Data RETUR-312
BELI-134,Data BELI-134
BELI-286,Data BELI-286
BELI-38,Data BELI-38
RETUR-179,Data RETUR-179
BELI-278,Data BELI-278
JUAL-277,Data JUAL-277
RETUR-112,Data RETUR-112
BELI-81,Data BELI-81
BELI-343,Data BELI-343
RETUR-409,Data RETUR-409
JUAL-47,Data JUAL-47
JUAL-65,Data JUAL-65
RETUR-190,Data RETUR-190
RETUR-421,Data RETUR-421
JUAL-203,Data JUAL-203
RETUR-44,Data RETUR-44
JUAL-378,Data JUAL-378
BELI-356,Data BELI-356
BELI-117,Data BELI-117
JUAL-204,Data JUAL-204
JUAL-473,Data JUAL-473
JUAL-320,Data JUAL-320
RETUR-392,Data RETUR-392
JUAL-308,Data JUAL-308
BELI-224,Data BELI-224
BELI-398,Data BELI-398
BELI-215,Data BELI-215
JUAL-63,Data JUAL-63
JUAL-301,Data JUAL-301
RETUR-5,Data RETUR-5
JUAL-448,Data JUAL-448
RETUR-341,Data RETUR-341
RETUR-212,Data RETUR-212
JUAL-399,Data JUAL-399
BELI-310,Data BELI-310
RETUR-290,Data RETUR-290
RETUR-488,Data RETUR-488
JUAL-136,Data JUAL-136
RETUR-33,Data RETUR-33
BELI-449,Data BELI-449
RETUR-83,Data RETUR-83
RETUR-487,Data RETUR-487
JUAL-258,Data JUAL-258
RETUR-185,Data RETUR-185
RETUR-223,Data RETUR-223
BELI-264,Data BELI-264
JUAL-291,Data JUAL-291
BELI-112,Data BELI-112
BELI-221,Data BELI-221
BELI-209,Data BELI-209
RETUR-202,Data RETUR-202
RETUR-431,Data RETUR-431
RETUR-345,Data RETUR-345
JUAL-185,Data JUAL-185
RETUR-479,Data RETUR-479
RETUR-9,Data RETUR-9
JUAL-208,Data JUAL-208
BELI-379,Data BELI-379
BELI-46,Data BELI-46
RETUR-54,Data RETUR-54
JUAL-358,Data JUAL-358
RETUR-163,Data RETUR-163
RETUR-219,Data RETUR-219
BELI-171,Data BELI-171
BELI-323,Data BELI-323
JUAL-124,Data JUAL-124
RETUR-462,Data RETUR-462
RETUR-478,Data RETUR-478
BELI-24,Data BELI-24
JUAL-106,Data JUAL-106
JUAL-209,Data JUAL-209
RETUR-285,Data RETUR-285
JUAL-108,Data JUAL-108
RETUR-460,Data RETUR-460
BELI-279,Data BELI-279
RETUR-461,Data RETUR-461
JUAL-444,Data JUAL-444
BELI-378,Data BELI-378
BELI-376,Data BELI-376
BELI-227,Data BELI-227
RETUR-101,Data RETUR-101
JUAL-341,Data JUAL-341
JUAL-172,Data JUAL-172
BELI-191,Data BELI-191
BELI-296,Data BELI-296
BELI-6,Data BELI-6
BELI-194,Data BELI-194
RETUR-433,Data RETUR-433
BELI-13,Data BELI-13
BELI-474,Data BELI-474
JUAL-499,Data JUAL-499
BELI-88,Data BELI-88
JUAL-52,Data JUAL-52
JUAL-426,Data JUAL-426
JUAL-484,Data JUAL-484
BELI-352,Data BELI-352
BELI-483,Data BELI-483
JUAL-7,Data JUAL-7
BELI-2,Data BELI-2
RETUR-91,Data RETUR-91
JUAL-166,Data JUAL-166
BELI-262,Data BELI-262
RETUR-343,Data RETUR-343
RETUR-7,Data RETUR-7
JUAL-236,Data JUAL-236
RETUR-111,Data RETUR-111
RETUR-93,Data RETUR-93
JUAL-292,Data JUAL-292
JUAL-396,Data JUAL-396
JUAL-366,Data JUAL-366
